,LOC,DATE,ORG,PER,Mean
lug,,,0.9999961256980896,0.9999985694885254,0.9999973475933075
kin,0.9999966025352478,,0.9999955892562866,0.9999978542327881,0.9999966820081075
nya,0.9999969601631165,,0.9999918937683105,0.9999976754188538,0.9999955097834269
twi,0.9999952912330627,,0.9999930262565613,0.9999978542327881,0.9999953905741373
hau,0.9999961256980896,,0.9999931454658508,0.9999967813491821,0.9999953508377075
sna,0.9999952912330627,,0.9999939203262329,0.9999967813491821,0.9999953309694926
tsn,0.9999970197677612,,0.999993622303009,,0.9999953210353851
zul,0.9999933838844299,,0.9999945759773254,0.9999961256980896,0.999994695186615
xho,0.9999930262565613,,0.999994158744812,0.9999966621398926,0.9999946157137553
fon,0.9999918937683105,,0.9999944567680359,0.9999971389770508,0.9999944965044657
ewe,0.999992311000824,,0.9999951124191284,0.9999958276748657,0.9999944170316061
ibo,0.9999918937683105,,0.9999949932098389,,0.9999934434890747
mos,0.9999948143959045,,0.9999898076057434,0.9999956488609314,0.9999934236208597
swa,0.9999967217445374,,0.9999843239784241,0.9999969005584717,0.9999926487604777
wol,0.999995231628418,,0.9999848008155823,0.9999974370002747,0.9999924898147583
yor,0.9999901056289673,,0.9999943971633911,,0.9999922513961792
pcm,0.9999939799308777,,0.9999828338623047,0.9999958872795105,0.9999909003575643
luo,,,0.9999848008155823,0.9999961256980896,0.9999904632568359
bam,0.9999945759773254,,0.9999808669090271,0.9999938011169434,0.9999897480010986
bbj,0.9999858736991882,,0.9999889731407166,0.9999934434890747,0.9999894301096598
