,ORG,LOC,PER,DATE
bam,0.9088571071624756,0.9227127432823181,0.9734300374984741,0.9505153894424438
bbj,0.9462131261825562,0.8301154375076294,0.9685734510421753,0.8906635642051697
ewe,0.9557083249092102,0.9523284435272217,0.9583134055137634,0.7802653908729553
fon,0.9597210884094238,0.8648450374603271,0.9495366811752319,0.9176527261734009
hau,0.9621787667274475,0.8781189918518066,0.9659135937690735,0.9532175064086914
ibo,0.9644198417663574,0.8616681694984436,0.9749090671539307,0.9577721357345581
kin,0.9742582440376282,0.970199465751648,0.9643017649650574,0.9374818801879883
lug,0.9625148773193359,0.972679078578949,0.9458693861961365,0.9124077558517456
luo,0.9655001759529114,0.9631931781768799,0.9632378816604614,0.9474022388458252
mos,0.9602299928665161,0.8809541463851929,0.9571268558502197,0.8511724472045898
nya,0.9724727272987366,0.8889130353927612,0.983757734298706,0.9257560968399048
pcm,0.9256507754325867,0.9669641852378845,0.9770267605781555,0.7437728047370911
sna,0.9393699765205383,0.8736007213592529,0.9731209874153137,0.9631944894790649
swa,0.934489369392395,0.9753297567367554,0.957982063293457,0.890224039554596
tsn,0.9450637698173523,0.9397772550582886,0.9665079116821289,0.9491358995437622
twi,0.9769681692123413,0.9691564440727234,0.9806172251701355,0.9335196018218994
wol,0.9516728520393372,0.8839626312255859,0.972981333732605,0.9361299276351929
xho,0.9410239458084106,0.8570297956466675,0.9258073568344116,0.9537098407745361
yor,0.9367913007736206,0.8056421279907227,0.9018500447273254,0.8711363673210144
zul,0.9583133459091187,0.9139117002487183,0.9288463592529297,0.958433210849762
