,ORG,PER,DATE,LOC,Mean
kin,0.9642652273178101,0.9047802090644836,,0.9529072642326355,0.9570190796574343
ibo,0.9624447226524353,0.8922441005706787,,0.9545862078666687,0.9565852313365751
twi,0.9668019413948059,0.9060013890266418,,0.9480221271514893,0.9559146368387833
hau,0.9680148363113403,0.9016183018684387,,0.9421899318695068,0.9535445952878415
nya,0.9574325084686279,0.9125776290893555,,0.9477608799934387,0.9514310903919553
lug,0.961098849773407,0.8829419612884521,,0.9441769123077393,0.9506079027953657
mos,0.9593976736068726,0.8882981538772583,,0.9454588294029236,0.9505603845837047
fon,0.961561918258667,0.8876960873603821,,0.9425622224807739,0.9501873330005164
zul,0.9643811583518982,0.8971617817878723,,0.9372308850288391,0.9492435681009755
sna,0.9554855823516846,0.8976503610610962,,0.943114161491394,0.9477955172362836
luo,0.9423013925552368,0.8909343481063843,,0.9498138427734375,0.94445208554129
tsn,0.9458694458007812,0.9053733944892883,,0.9427774548530579,0.9431889826811634
ewe,0.9522181749343872,0.8935016989707947,,0.932195782661438,0.9407883784145985
swa,0.9390554428100586,0.9037964344024658,,0.9439189434051514,0.9403894040191058
xho,0.954800546169281,0.8776887655258179,,0.9279555082321167,0.9395230001616246
wol,0.9490097165107727,0.9069168567657471,,0.927730143070221,0.9374538208674459
pcm,0.9324578642845154,0.899237871170044,,0.9436901807785034,0.936942872491855
bam,0.8965590000152588,0.897246241569519,,0.9562102556228638,0.9255359369574241
bbj,0.9467710256576538,0.8926272392272949,,0.8980134725570679,0.9215253070720191
yor,0.9461629986763,0.8703290224075317,,0.8725151419639587,0.9082028553323839
