,ORG,LOC,PER,DATE,Mean
ibo,0.998330295085907,0.9919580817222595,0.9972806572914124,0.9972199201583862,0.9961972385644913
luo,0.9958518743515015,0.9953688979148865,0.9975320100784302,0.9957972168922424,0.9961374998092651
twi,0.9990400075912476,0.9959887266159058,0.9981023669242859,0.990727424621582,0.9959646314382553
kin,0.9962978959083557,0.9972824454307556,0.9940866231918335,0.9951397180557251,0.9957016706466675
ewe,0.9978582859039307,0.9944643974304199,0.9969383478164673,0.9896448254585266,0.9947264641523361
zul,0.9985662698745728,0.9911547899246216,0.9948880672454834,0.9939274191856384,0.994634136557579
mos,0.9968324303627014,0.9903897643089294,0.9963234663009644,0.9935550093650818,0.9942751675844193
wol,0.9945292472839355,0.9899773597717285,0.9959057569503784,0.9963090419769287,0.9941803514957428
yor,0.997144877910614,0.9871180057525635,0.9964355230331421,0.9957713484764099,0.9941174387931824
lug,0.9913955926895142,0.99616539478302,0.9993985891342163,0.9887968897819519,0.9939391165971756
bam,0.9918651580810547,0.9916994571685791,0.9967134594917297,0.9954370856285095,0.9939287900924683
tsn,0.9899038672447205,0.9942551255226135,0.9975363612174988,0.9937215447425842,0.9938542246818542
sna,0.996431827545166,0.991928219795227,0.9960818886756897,0.9907585382461548,0.9938001185655594
bbj,0.9968374967575073,0.9838852882385254,0.9976535439491272,0.9959860444068909,0.9935905933380127
nya,0.9953274726867676,0.994109034538269,0.9962875843048096,0.9870301485061646,0.9931885600090027
hau,0.9945031404495239,0.9853034615516663,0.9970645904541016,0.989404559135437,0.9915689378976822
fon,0.9963976144790649,0.9859557747840881,0.9925616979598999,0.9909648895263672,0.991469994187355
xho,0.9958040118217468,0.9820766448974609,0.9926894903182983,0.9935517907142639,0.9910304844379425
swa,0.9879845976829529,0.9982693195343018,0.997759997844696,0.971806526184082,0.9889551103115082
pcm,0.9907545447349548,0.9948808550834656,0.9980278611183167,0.964560866355896,0.9870560318231583
