,ORG,PER,LOC,DATE,Mean
lug,0.9995750188827515,0.9999275803565979,0.9998059272766113,0.9985877871513367,0.9994740784168243
ibo,0.9997075200080872,0.9995665550231934,0.998524010181427,0.999508261680603,0.9993265867233276
kin,0.9998515844345093,0.9997848272323608,0.9983776807785034,0.9990823864936829,0.9992741197347641
swa,0.9995789527893066,0.9995483756065369,0.9997454881668091,0.998007595539093,0.9992201030254364
luo,0.9993332028388977,0.9992665648460388,0.9984242916107178,0.9995235204696655,0.99913689494133
twi,0.9998236894607544,0.9997909069061279,0.9990358352661133,0.99748295545578,0.9990333467721939
tsn,0.9988886713981628,0.9996841549873352,0.9983190894126892,0.9990391731262207,0.998982772231102
bam,0.9992967844009399,0.9997896552085876,0.9972993731498718,0.9988802075386047,0.998816505074501
nya,0.9997425675392151,0.9997506141662598,0.9970372319221497,0.9985292553901672,0.9987649172544479
wol,0.9995000958442688,0.9994938373565674,0.9962298274040222,0.9994509220123291,0.9986686706542969
fon,0.9997769594192505,0.9995534420013428,0.9959502816200256,0.9989009499549866,0.9985454082489014
zul,0.9997915625572205,0.9990938305854797,0.9954321384429932,0.9995274543762207,0.9984612464904785
pcm,0.9993089437484741,0.9997620582580566,0.9995160102844238,0.9943939447402954,0.9982452392578125
sna,0.9995192885398865,0.9997217655181885,0.9942532777786255,0.9991207718849182,0.9981537759304047
hau,0.9994637370109558,0.9996704459190369,0.9933079481124878,0.9994703531265259,0.9979781210422516
mos,0.9997712969779968,0.9991974234580994,0.9967442750930786,0.9956400990486145,0.9978382736444473
yor,0.9995769262313843,0.9992395043373108,0.9937453866004944,0.998637318611145,0.9977997839450836
bbj,0.9969168305397034,0.9997676014900208,0.9970166087150574,0.9964631199836731,0.9975410401821136
xho,0.9995834827423096,0.9992203116416931,0.9899289011955261,0.9991713166236877,0.9969760030508041
ewe,0.9994533061981201,0.9996945261955261,0.999691367149353,0.9783493876457214,0.9942971467971802
