,PER,DATE,ORG,LOC,Mean
lug,0.9994819164276123,,0.9997173547744751,,0.9995996356010437
luo,0.9989427924156189,,0.9989779591560364,,0.9989603757858276
ibo,,,0.9989543557167053,0.9989440441131592,0.9989491999149323
bam,,,0.9986485838890076,0.9990977048873901,0.9988731443881989
kin,,,0.9992933869361877,0.9984307289123535,0.9988620579242706
wol,,,0.9988905787467957,0.9987264275550842,0.9988085031509399
mos,0.9987054467201233,,0.9988802075386047,,0.998792827129364
xho,0.9986380934715271,,,0.998936116695404,0.9987871050834656
twi,0.9993629455566406,,0.9992741346359253,0.997677206993103,0.9987714290618896
nya,,,0.9985659718513489,0.9986446499824524,0.9986053109169006
zul,,,,0.9985957741737366,0.9985957741737366
ewe,0.9981759190559387,,0.9989068508148193,,0.998541384935379
hau,0.9986367225646973,,0.9982903599739075,,0.9984635412693024
yor,,,0.9985615611076355,0.9982203245162964,0.9983909428119659
fon,0.99788498878479,,0.9986463785171509,0.9986283183097839,0.998386561870575
swa,0.9994388222694397,,,0.9963030815124512,0.9978709518909454
bbj,,,0.9976735711097717,0.9978542327880859,0.9977639019489288
tsn,,,0.998996376991272,0.9964126348495483,0.9977045059204102
sna,0.9991363286972046,,,0.995865523815155,0.9975009262561798
pcm,0.9990883469581604,,,0.9947327375411987,0.9969105422496796
