,PER,DATE,ORG,LOC,Mean
lug,0.9999996423721313,0.9999992847442627,0.9999984502792358,0.9999987483024597,0.9999990314245224
ibo,0.9999993443489075,0.9999985694885254,0.9999982714653015,0.9999990463256836,0.9999988079071045
bam,0.999998927116394,0.9999987483024597,0.9999982118606567,0.9999989867210388,0.9999987185001373
twi,0.9999991059303284,0.9999982714653015,0.9999984502792358,0.9999985694885254,0.9999985992908478
sna,0.9999993443489075,0.9999975562095642,0.9999980926513672,0.9999990463256836,0.9999985098838806
xho,0.9999985694885254,0.9999979734420776,0.999998152256012,0.9999992847442627,0.9999984949827194
yor,0.9999988079071045,0.9999985694885254,0.9999974966049194,0.9999988675117493,0.9999984353780746
kin,0.9999992847442627,0.9999978542327881,0.9999973773956299,0.9999991655349731,0.9999984204769135
zul,0.9999988675117493,0.9999971985816956,0.9999982118606567,0.9999992847442627,0.9999983906745911
mos,0.9999989867210388,0.9999982714653015,0.999997615814209,0.9999985098838806,0.9999983459711075
fon,0.9999985098838806,0.9999983310699463,0.9999973773956299,0.9999987483024597,0.9999982416629791
nya,0.9999993443489075,0.9999968409538269,0.999997079372406,0.9999990463256836,0.999998077750206
ewe,0.9999983906745911,0.9999966025352478,0.9999980926513672,0.9999989867210388,0.9999980181455612
wol,0.9999991655349731,0.999998152256012,0.9999953508377075,0.9999992847442627,0.9999979883432388
luo,0.9999991655349731,0.9999978542327881,0.9999961853027344,0.9999983906745911,0.9999978989362717
bbj,0.9999988675117493,0.9999963641166687,0.9999968409538269,0.9999976754188538,0.9999974370002747
tsn,0.9999992251396179,0.9999964237213135,0.9999948740005493,0.9999974966049194,0.9999970048666
hau,0.9999984502792358,0.999995231628418,0.9999961256980896,0.9999972581863403,0.9999967664480209
swa,0.9999987483024597,0.9999909996986389,0.999991774559021,0.9999964237213135,0.9999944865703583
pcm,0.9999973177909851,0.9999876022338867,0.9999925494194031,0.9999951720237732,0.999993160367012
