,DATE,ORG,LOC,PER
bam,0.9733641147613525,0.9721739888191223,0.9703836441040039,0.9913215041160583
bbj,0.9710142016410828,0.9891066551208496,0.9532148241996765,0.9897016882896423
ewe,0.9730807542800903,0.9912114143371582,0.9760181307792664,0.990436315536499
fon,0.9671996235847473,0.9887529611587524,0.958602786064148,0.9875510334968567
hau,0.9623271822929382,0.9779001474380493,0.93621826171875,0.9887171387672424
ibo,0.9902835488319397,0.9897343516349792,0.9674376249313354,0.9936668276786804
kin,0.9881367087364197,0.99327152967453,0.9856554269790649,0.9882240295410156
lug,0.981100857257843,0.9692443013191223,0.9876204133033752,0.9908483028411865
luo,0.9878788590431213,0.9874367117881775,0.9823538661003113,0.9891150593757629
mos,0.9698927998542786,0.9907073974609375,0.9674776196479797,0.9843475818634033
nya,0.9817702770233154,0.9923230409622192,0.9770550727844238,0.9898032546043396
pcm,0.9513033032417297,0.97422194480896,0.9826141595840454,0.9947242736816406
sna,0.9801695346832275,0.9871305823326111,0.9674082398414612,0.9894900918006897
swa,0.9529262781143188,0.9790350198745728,0.9913932085037231,0.9883102774620056
tsn,0.9857164621353149,0.9857926368713379,0.9786453247070312,0.988179087638855
twi,0.9845100045204163,0.9945788383483887,0.9844431281089783,0.990912139415741
wol,0.9879456162452698,0.9876753687858582,0.9610739946365356,0.9896906614303589
xho,0.9908578395843506,0.985280454158783,0.964170515537262,0.9857361316680908
yor,0.9810748100280762,0.9911534190177917,0.9563990831375122,0.9846128225326538
zul,0.986404538154602,0.9894602298736572,0.9694462418556213,0.9884620308876038
