layer,model,rank_type,language,pearson
2,xlmr,top5,twi,0.9385754232173216
2,xlmr,top5,ibo,0.9380429425352911
2,xlmr,top5,kin,0.938033535676494
2,xlmr,top5,lug,0.936831801048529
2,xlmr,top5,luo,0.936060835094054
2,xlmr,worst5,hau,0.9063264349001534
2,xlmr,worst5,pcm,0.9071525650601724
2,xlmr,worst5,bbj,0.9146966832707573
2,xlmr,worst5,fon,0.9148245687050799
2,xlmr,worst5,yor,0.915828733219902
3,xlmr,top5,kin,0.9570460633127432
3,xlmr,top5,ibo,0.9563975326700195
3,xlmr,top5,twi,0.9560456989757662
3,xlmr,top5,lug,0.9550306452471137
3,xlmr,top5,sna,0.9540229090777818
3,xlmr,worst5,hau,0.934976305901817
3,xlmr,worst5,pcm,0.9352741953367557
3,xlmr,worst5,fon,0.9402410728873201
3,xlmr,worst5,bam,0.9409708825899752
3,xlmr,worst5,bbj,0.9420159431302656
10,xlmr,top5,kin,0.9664986098486514
10,xlmr,top5,twi,0.9657233101988334
10,xlmr,top5,luo,0.9647490862645014
10,xlmr,top5,sna,0.9640365181184799
10,xlmr,top5,lug,0.9639438757176688
10,xlmr,worst5,bbj,0.9436938073092183
10,xlmr,worst5,hau,0.9437539842302991
10,xlmr,worst5,pcm,0.9480590034913
10,xlmr,worst5,yor,0.948443113404931
10,xlmr,worst5,fon,0.948566317210784
12,xlmr,top5,kin,0.9972125676364076
12,xlmr,top5,luo,0.9970997758984096
12,xlmr,top5,sna,0.9970978050372732
12,xlmr,top5,nya,0.9969310564934
12,xlmr,top5,tsn,0.9967852868197083
12,xlmr,worst5,bbj,0.9943458230994149
12,xlmr,worst5,fon,0.994736874184485
12,xlmr,worst5,hau,0.994968018568487
12,xlmr,worst5,yor,0.995092688903134
12,xlmr,worst5,bam,0.9958328944269181
