,DATE,LOC,PER,ORG,Mean
kin,0.9999966025352478,0.9999955296516418,0.9999790191650391,0.9999971389770508,0.999995754315303
nya,0.9999961256980896,0.999992311000824,0.9999780654907227,0.999997079372406,0.9999945140801944
lug,0.9999939203262329,0.9999961256980896,0.999976634979248,0.9999948740005493,0.9999942680199941
tsn,0.9999943375587463,0.9999945759773254,0.9999787211418152,0.9999944567680359,0.9999938515516428
luo,0.9999945759773254,0.9999939799308777,0.9999759197235107,0.9999936819076538,0.9999933808277814
sna,0.9999932646751404,0.9999921917915344,0.9999693632125854,0.9999974966049194,0.9999933579029181
xho,0.9999940991401672,0.999993085861206,0.9999630451202393,0.9999943971633911,0.9999926755061517
zul,0.9999898076057434,0.9999914169311523,0.9999715089797974,0.9999956488609314,0.9999914918190393
wol,0.9999922513961792,0.9999864101409912,0.9999642968177795,0.9999948740005493,0.999990144601235
hau,0.9999784827232361,0.9999905228614807,0.9999791979789734,0.9999920129776001,0.9999867058717288
swa,0.9999849796295166,0.9999894499778748,0.9999767541885376,0.9999849796295166,0.9999860960703629
twi,0.9999829530715942,0.9999871253967285,0.9999584555625916,0.9999909400939941,0.9999859080864832
pcm,0.9999866485595703,0.9999884366989136,0.99997878074646,0.9999820590019226,0.9999854480608915
ewe,0.9999841451644897,0.9999834895133972,0.9999350905418396,0.9999903440475464,0.9999840351251456
ibo,0.9999864101409912,0.9999810457229614,0.9999594688415527,0.9999874830245972,0.9999839984453641
bbj,0.9999839067459106,0.9999793767929077,0.9999665021896362,0.9999873638153076,0.9999828934669495
mos,0.9999762177467346,0.9999849796295166,0.9999529719352722,0.9999889731407166,0.9999822202401284
yor,0.9999749660491943,0.9999809861183167,0.999963641166687,0.99998539686203,0.9999798031953665
fon,0.9999678134918213,0.9999771118164062,0.999948263168335,0.9999825954437256,0.9999747795936389
bam,0.9999758005142212,0.9999598264694214,0.9999491572380066,0.9999738931655884,0.9999690445569845
