,PER,DATE,LOC,ORG,Mean
kin,0.9168732166290283,,0.9561055898666382,0.9627307653427124,0.9581790039840253
twi,0.920867919921875,,0.9452456831932068,0.9724926948547363,0.9577623559433279
luo,0.9111549854278564,,0.9518060684204102,0.9653207659721375,0.9571825890865141
zul,0.9057127833366394,,0.9458386898040771,0.9610011577606201,0.9520303954198522
ibo,0.9113764762878418,,0.9411606788635254,0.9607229232788086,0.9497894129706818
mos,0.887043297290802,,0.9308377504348755,0.9661099314689636,0.9466846018161589
tsn,0.9139368534088135,,0.949230968952179,0.9456409215927124,0.9464602435676797
ewe,0.8999387621879578,,0.9392122626304626,0.955251157283783,0.9458542454589918
fon,0.8937703371047974,,0.9294226169586182,0.9645582437515259,0.945440330551666
hau,0.9056305289268494,,0.9291123151779175,0.958022952079773,0.942462669414224
lug,0.8786446452140808,,0.9323210120201111,0.9552103877067566,0.9418689701163653
nya,0.9137301445007324,,0.9319596886634827,0.9491382837295532,0.9397678548849903
sna,0.9055805206298828,,0.9373928904533386,0.9398311376571655,0.9376499317224744
swa,0.9076248407363892,,0.9395943880081177,0.9300974011421204,0.9340530483468065
wol,0.9214127659797668,,0.9222891330718994,0.9444763660430908,0.9330341092591147
pcm,0.9042772054672241,,0.9595812559127808,0.9043867588043213,0.9311770131287066
bam,0.9061561822891235,,0.9566925764083862,0.9059616327285767,0.9305939709098594
xho,0.8855326771736145,,0.9139676094055176,0.94681715965271,0.9290857911109924
bbj,0.9094639420509338,,0.8882752656936646,0.9519317746162415,0.9197936295305641
yor,0.8715771436691284,,0.8877484798431396,0.9455626606941223,0.9153426063870921
