,ORG,LOC,PER,DATE
bam,0.9996753931045532,0.9995020031929016,0.9996384978294373,0.9993851184844971
bbj,0.999369740486145,0.9990209937095642,0.9996002912521362,0.9986003041267395
ewe,0.9994769096374512,0.9990994930267334,0.9993737936019897,0.9987820982933044
fon,0.9996346831321716,0.999092161655426,0.9990435242652893,0.9976171851158142
hau,0.9997414946556091,0.9997948408126831,0.9997725486755371,0.9995227456092834
ibo,0.9993951320648193,0.9994032382965088,0.9997429251670837,0.9995225071907043
kin,0.9997637271881104,0.999519407749176,0.9997181296348572,0.9991124868392944
lug,0.9998599290847778,0.9995980858802795,0.9998809695243835,0.9995611906051636
luo,0.9993287920951843,0.9995312690734863,0.999406635761261,0.9996042251586914
mos,0.999653697013855,0.9996236562728882,0.9996175765991211,0.998724102973938
nya,0.9997251033782959,0.9996753931045532,0.9998311400413513,0.9991361498832703
pcm,0.9989914298057556,0.9987463355064392,0.9994106292724609,0.9985610246658325
sna,0.9998733997344971,0.9997206926345825,0.9996680021286011,0.9990606904029846
swa,0.9994998574256897,0.9993677139282227,0.9996559619903564,0.9992906451225281
tsn,0.999488353729248,0.998803973197937,0.9994012713432312,0.9995999932289124
twi,0.9997560977935791,0.9995430111885071,0.9997591972351074,0.9989442825317383
wol,0.9996076822280884,0.9990361332893372,0.9995837807655334,0.9995253086090088
xho,0.9998188018798828,0.9995644688606262,0.999171257019043,0.9996288418769836
yor,0.999229371547699,0.9986822605133057,0.9989429116249084,0.9987500905990601
zul,0.9998521208763123,0.9992059469223022,0.9994781613349915,0.9996870160102844
