layer,model,rank_type,language,pearson
2,mbert,top5,luo,0.8464286903437233
2,mbert,top5,lug,0.8448947379932645
2,mbert,top5,kin,0.8388387595705921
2,mbert,top5,twi,0.8375830593743394
2,mbert,top5,ibo,0.8304665067478334
2,mbert,worst5,bbj,0.6533399948556622
2,mbert,worst5,yor,0.676736236093989
2,mbert,worst5,fon,0.730029884150998
2,mbert,worst5,ewe,0.7493997338210281
2,mbert,worst5,mos,0.7508780230633061
3,mbert,top5,kin,0.9022905953939743
3,mbert,top5,lug,0.9017429154000176
3,mbert,top5,luo,0.8985741139405817
3,mbert,top5,twi,0.8979457791332828
3,mbert,top5,ibo,0.8936995584438907
3,mbert,worst5,bbj,0.7772092773785417
3,mbert,worst5,yor,0.7964934686550338
3,mbert,worst5,fon,0.8301337910034849
3,mbert,worst5,ewe,0.8428568887534558
3,mbert,worst5,pcm,0.8431812823206973
10,mbert,top5,kin,0.9646856289393408
10,mbert,top5,lug,0.9614258013490474
10,mbert,top5,nya,0.9607779110162493
10,mbert,top5,twi,0.9591706706945681
10,mbert,top5,sna,0.9586508508051524
10,mbert,worst5,bbj,0.9170980007628465
10,mbert,worst5,yor,0.9260559889239504
10,mbert,worst5,fon,0.9311886742118134
10,mbert,worst5,ewe,0.9358071223317405
10,mbert,worst5,pcm,0.9382387379779621
12,mbert,top5,lug,0.8478008880126588
12,mbert,top5,kin,0.8471587431322866
12,mbert,top5,nya,0.8382286721685321
12,mbert,top5,sna,0.8274030566347133
12,mbert,top5,twi,0.8158541028982519
12,mbert,worst5,bbj,0.655718910232638
12,mbert,worst5,yor,0.6628927083015916
12,mbert,worst5,fon,0.700141310741869
12,mbert,worst5,mos,0.7269375656840608
12,mbert,worst5,ewe,0.731959348050977
