,LOC,ORG,DATE,PER,Mean
lug,0.8715628981590271,0.9385554194450378,,0.9618654847145081,0.9239946007728577
kin,0.9309347867965698,0.8803342580795288,,0.928990364074707,0.9134198029836019
nya,0.8591793775558472,0.8371310830116272,,0.9387071132659912,0.8783391912778219
luo,0.8659223914146423,0.8409075140953064,,0.9260293841362,0.8776197632153829
tsn,0.8596368432044983,0.8526355028152466,,0.90777587890625,0.8733494083086649
zul,0.8776385188102722,0.8399328589439392,,0.8831956386566162,0.8669223388036092
twi,0.8482969403266907,0.8455899357795715,,0.9062935709953308,0.866726815700531
ibo,0.8460012674331665,0.8475120663642883,,0.8981900811195374,0.8639011383056641
wol,0.8504822850227356,0.83991539478302,,0.8990935683250427,0.8631637493769327
pcm,0.8401497602462769,0.8099405765533447,,0.9157544374465942,0.8552815914154053
xho,0.8522557616233826,0.8372730016708374,,0.8652191162109375,0.8515826265017191
swa,0.8291557431221008,0.8037012219429016,,0.9146014451980591,0.8491528034210205
ewe,0.8305638432502747,0.8361704349517822,,0.8716360330581665,0.8461234370867411
sna,0.8347529172897339,0.8012558221817017,,0.8722409605979919,0.8360832333564758
bam,0.8150022029876709,0.7966035008430481,,0.893679141998291,0.83509494860967
mos,0.8071752190589905,0.7947801947593689,,0.8825272917747498,0.8281609018643697
hau,0.8065937757492065,0.7799779772758484,,0.8893961310386658,0.8253226280212402
fon,0.7903935313224792,0.747288167476654,,0.8449721336364746,0.7942179441452026
bbj,0.6833712458610535,0.7094959616661072,,0.8015633225440979,0.7314768433570862
yor,0.7375480532646179,0.681776762008667,,,0.7096624076366425
