,LOC,ORG,DATE,PER,Mean
sna,0.9994730949401855,0.9998207688331604,,0.9998139142990112,0.9997025926907858
lug,0.9995349645614624,0.999883234500885,,0.9996640086174011,0.9996940692265829
luo,0.9995083212852478,0.9995507597923279,,0.9997129440307617,0.9995906750361124
bam,0.9998522400856018,0.9998732209205627,,0.9990237951278687,0.9995830853780111
kin,0.9998407363891602,0.9997327923774719,,0.9991686940193176,0.9995807409286499
zul,0.9996338486671448,0.9998153448104858,,0.9990708231925964,0.999506672223409
fon,0.9998217821121216,0.9998345375061035,,0.9987229108810425,0.9994597434997559
mos,0.9994329810142517,0.9998223185539246,,0.9990138411521912,0.9994230469067892
bbj,0.9997445940971375,0.9998559355735779,,0.9985552430152893,0.9993852575620016
yor,0.9994511604309082,0.9997905492782593,,0.9989139437675476,0.9993852178255717
swa,0.9993127584457397,0.9992595911026001,,0.9994679689407349,0.9993467728296915
nya,0.9996941685676575,0.9997853636741638,,0.9985318183898926,0.9993371168772379
ibo,0.9995096325874329,0.999774158000946,,0.9986399412155151,0.999307910601298
tsn,0.9996780157089233,0.9983781576156616,,0.9998152256011963,0.9992904663085938
hau,0.9997143149375916,0.999143123626709,,0.9990133047103882,0.9992902477582296
twi,0.998376190662384,0.9998127818107605,,0.999599277973175,0.9992627501487732
wol,0.9997607469558716,0.9980580806732178,,0.9995740652084351,0.9991309642791748
xho,0.9994685053825378,0.9998854398727417,,0.9979822039604187,0.999112049738566
ewe,0.9998695254325867,0.9991176128387451,,0.9978310465812683,0.9989393949508667
pcm,0.9987848401069641,0.9968436360359192,,0.9995015263557434,0.9983766674995422
