,LOC,PER,ORG,DATE,Mean
zul,0.9405453205108643,0.8734251260757446,0.9503635764122009,,0.942684089908233
kin,0.9349269866943359,0.8738726377487183,0.9512388110160828,,0.940420965735729
twi,0.9216307997703552,0.899144172668457,0.9597328901290894,,0.9390842421696737
tsn,0.9392651319503784,0.885294497013092,0.9283962845802307,,0.9319639309094503
ewe,0.9228422045707703,0.8676592707633972,0.9443832635879517,,0.9310760624133624
ibo,0.9146443605422974,0.8798758387565613,0.9513716697692871,,0.930964469909668
hau,0.9169654846191406,0.871688961982727,0.946671724319458,,0.9295059259121234
fon,0.9142014980316162,0.8703985810279846,0.9470623731613159,,0.928315268113063
mos,0.9224311113357544,0.868470311164856,0.9372686743736267,,0.9274891397127738
lug,0.9108362197875977,0.854722261428833,0.9426319599151611,,0.9239644041428199
nya,0.9164612293243408,0.8832845687866211,0.9290847778320312,,0.9212542176246643
sna,0.9207807779312134,0.8802178502082825,0.9238985776901245,,0.9207196075182694
pcm,0.9470998048782349,0.8773617148399353,0.8954236507415771,,0.9195732657725995
wol,0.9111442565917969,0.8910117149353027,0.9278083443641663,,0.9183815087263401
luo,0.9291276335716248,0.8830114603042603,0.9094992876052856,,0.9179172298082938
xho,0.8936701416969299,0.8561967015266418,0.9311768412590027,,0.9102609226336846
bam,0.9366011619567871,0.8703566789627075,0.8809331655502319,,0.9072898374154017
swa,0.920418381690979,0.8762264847755432,0.8902434706687927,,0.9042115245874112
bbj,0.8487843871116638,0.8806374073028564,0.9277957677841187,,0.8879957439807745
yor,0.7790374755859375,0.8120108842849731,0.9258416295051575,,0.8508846037662946
