,ORG,DATE,LOC,PER
bam,0.9642356634140015,0.9711937308311462,0.971348762512207,0.979209840297699
bbj,0.9820596575737,0.9607738852500916,0.9485891461372375,0.9825923442840576
ewe,0.9884313941001892,0.9601630568504333,0.9707357883453369,0.9874312281608582
fon,0.9835923314094543,0.9582846164703369,0.9541664123535156,0.9780174493789673
hau,0.9763657450675964,0.963082492351532,0.9497308731079102,0.9795483946800232
ibo,0.9899857044219971,0.9859779477119446,0.9641878604888916,0.9809389710426331
kin,0.9910072088241577,0.9825617074966431,0.9819439649581909,0.9794247150421143
lug,0.9661828279495239,0.9779881238937378,0.9859472513198853,0.9972951412200928
luo,0.9834047555923462,0.9803801774978638,0.9841437339782715,0.9811207056045532
mos,0.984575629234314,0.9564220905303955,0.9653157591819763,0.9748975038528442
nya,0.9874705672264099,0.9725514650344849,0.9766059517860413,0.9857801198959351
pcm,0.974673867225647,0.933959424495697,0.9789079427719116,0.9890449643135071
sna,0.9853875637054443,0.9756777882575989,0.9543125629425049,0.9836774468421936
swa,0.9706132411956787,0.9341399669647217,0.9909551739692688,0.9871565103530884
tsn,0.9749139547348022,0.9793994426727295,0.9767661094665527,0.9861708879470825
twi,0.9921406507492065,0.9769808053970337,0.9846096634864807,0.9853353500366211
wol,0.977901816368103,0.9819997549057007,0.961258053779602,0.9809836149215698
xho,0.9750874638557434,0.9805665016174316,0.9495753049850464,0.9779859781265259
yor,0.9833048582077026,0.9691821336746216,0.9481534957885742,0.9743753671646118
zul,0.9816015958786011,0.9782106876373291,0.9632854461669922,0.9828031063079834
