,LOC,PER,ORG,DATE,Mean
kin,0.9826195240020752,0.9809194207191467,0.9905781149864197,0.9818252921104431,0.9839855879545212
twi,0.9828353524208069,0.9841546416282654,0.9921282529830933,0.9764339923858643,0.9838880598545074
luo,0.9781183004379272,0.9762982726097107,0.9823511838912964,0.9838461875915527,0.9801534861326218
ibo,0.9558736681938171,0.990035891532898,0.9863389730453491,0.9868900775909424,0.9797846525907516
zul,0.9602966904640198,0.980807363986969,0.9839643836021423,0.9797022342681885,0.9761926680803299
tsn,0.9721274375915527,0.9790570139884949,0.9736906886100769,0.9785469174385071,0.9758555144071579
lug,0.9841547608375549,0.978508710861206,0.9693218469619751,0.967099130153656,0.974771112203598
ewe,0.9702709913253784,0.9806116819381714,0.9881089925765991,0.9582281112670898,0.9743049442768097
xho,0.9534598588943481,0.9771843552589417,0.9774162769317627,0.984375536441803,0.9731090068817139
wol,0.9411749243736267,0.9882704615592957,0.9804444909095764,0.9820066094398499,0.9729741215705872
nya,0.9504117965698242,0.9870449304580688,0.9877926111221313,0.9644289612770081,0.9724195748567581
sna,0.9567457437515259,0.9851134419441223,0.9726113080978394,0.9707884788513184,0.9713147431612015
mos,0.9563004970550537,0.9783060550689697,0.9874364733695984,0.9556601047515869,0.9694257825613022
yor,0.9396150708198547,0.9787887334823608,0.9869461059570312,0.9708644151687622,0.9690535813570023
bam,0.9606252908706665,0.985536515712738,0.96259605884552,0.9641873240470886,0.9682362973690033
fon,0.947878897190094,0.9777377843856812,0.9844229221343994,0.9608992338180542,0.9677347093820572
bbj,0.9350705146789551,0.9846740961074829,0.9838040471076965,0.9615687727928162,0.9662793576717377
swa,0.9896632432937622,0.9756121635437012,0.9705042243003845,0.9288023710250854,0.9661455005407333
hau,0.9360751509666443,0.9814391732215881,0.9735159873962402,0.9500840902328491,0.9602786004543304
pcm,0.980189859867096,0.9800271987915039,0.9623897671699524,0.91011643409729,0.9581808149814606
