,PER,LOC,ORG,DATE,Mean
lug,0.85940945,0.9557743,0.9490561,0.92295617,0.921799
luo,0.86170506,0.9429116,0.95206904,0.88327885,0.90999115
twi,0.8562538,0.92554283,0.9467963,0.8926867,0.9053199
kin,0.8611204,0.8955091,0.9487537,0.8945048,0.899972
nya,0.8560283,0.88871926,0.94204044,0.90760386,0.89859796
zul,0.8518814,0.89485836,0.9420886,0.8963655,0.8962985
sna,0.84920317,0.9146675,0.9503813,0.8628082,0.89426506
swa,0.8535701,0.94821155,0.8939903,0.8773016,0.89326835
wol,0.85370934,0.9028011,0.9405022,0.87568104,0.89317346
mos,0.856218,0.89057827,0.9358367,0.8854909,0.89203095
tsn,0.8632064,0.9139426,0.9079565,0.8793474,0.89111316
bam,0.85188425,0.8988315,0.91034055,0.88123083,0.8855718
xho,0.8626939,0.8548285,0.93849564,0.8800279,0.8840115
ewe,0.81424713,0.8996699,0.9433001,0.848314,0.87638277
ibo,0.8588522,0.8812665,0.9107663,0.85244,0.87583125
yor,0.8431253,0.87611634,0.9209368,0.8560789,0.8740643
bbj,0.860337,0.87253076,0.9147955,0.81506926,0.8656831
fon,0.85866094,0.75416803,0.92639923,0.88975763,0.85724646
pcm,0.8063071,0.809693,0.92775905,0.88021725,0.8559941
hau,0.8407499,0.61976904,0.7182721,0.6581831,0.70924354
