,PER,DATE,LOC,ORG
bam,0.9830853939056396,,0.9757821559906006,0.9546657204627991
bbj,0.9791368842124939,,0.950907289981842,0.9751248955726624
ewe,0.978458821773529,,0.9616596698760986,0.9789558053016663
fon,0.9826076626777649,,0.9643130898475647,0.9807323813438416
hau,0.9788209199905396,,0.941143810749054,0.9736080765724182
ibo,0.9841508269309998,,0.9609519839286804,0.9796401858329773
kin,0.9787326455116272,,0.9528452157974243,0.9786344766616821
lug,0.9813904762268066,,0.954728901386261,0.9679197669029236
luo,0.9783955812454224,,0.9658381938934326,0.9557492733001709
mos,0.984569787979126,,0.9700596332550049,0.9797008037567139
nya,0.987640917301178,,0.9693974852561951,0.9719681143760681
pcm,0.9830303192138672,,0.9543577432632446,0.9529451727867126
sna,0.9755309224128723,,0.9687942266464233,0.9774075746536255
swa,0.9782260656356812,,0.9385801553726196,0.9523258805274963
tsn,0.9818218946456909,,0.9622852206230164,0.9746496677398682
twi,0.9880533814430237,,0.9690213799476624,0.9845591187477112
wol,0.9866507649421692,,0.961466908454895,0.9733700752258301
xho,0.9681735634803772,,0.9614960551261902,0.9758149981498718
yor,,,0.9383203983306885,0.976021945476532
zul,0.9825491309165955,,0.9553146958351135,0.9817938804626465
