,DATE,PER,LOC,ORG
bam,,0.9870048761367798,0.9622122049331665,0.9465169310569763
bbj,,0.9684799313545227,0.9109267592430115,0.9460710883140564
ewe,,0.9754732847213745,0.9709112048149109,0.9511322975158691
fon,,0.9534016251564026,0.965779721736908,0.9642736315727234
hau,,0.991145133972168,0.9757988452911377,0.9823728203773499
ibo,,0.9849754571914673,0.967312216758728,0.9688184261322021
kin,,0.9956921935081482,0.974353551864624,0.9753604531288147
lug,,0.9918532967567444,0.9777612090110779,0.9847140908241272
luo,,0.9741676449775696,0.9798814058303833,0.9616947770118713
mos,,0.9824503064155579,0.9786268472671509,0.9731228351593018
nya,,0.9831512570381165,0.9753912687301636,0.9744812846183777
pcm,,0.9745514988899231,0.9607484340667725,0.9592552781105042
sna,,0.9843816757202148,0.986085057258606,0.9863823056221008
swa,,0.9697401523590088,0.9730194807052612,0.9486440420150757
tsn,,0.9849034547805786,0.9750763177871704,0.976402223110199
twi,,0.98277747631073,0.970639705657959,0.979550302028656
wol,,0.972214937210083,0.97308349609375,0.9695011973381042
xho,,0.9638814926147461,0.9749346375465393,0.982196033000946
yor,,0.9539380073547363,0.9265645742416382,0.9645085334777832
zul,,0.9803156852722168,0.9875322580337524,0.9800121188163757
