,LOC,DATE,PER,ORG,Mean
pcm,0.9671134948730469,,0.977603018283844,,0.9723582565784454
lug,,,0.9772835373878479,0.9672813415527344,0.9722824394702911
ewe,,,0.9728928208351135,0.9716305136680603,0.9722616672515869
kin,0.9720367789268494,,0.9745683073997498,0.9699220061302185,0.9721756974856058
twi,0.9593076109886169,,0.9778821468353271,0.9747143983840942,0.9706347187360128
nya,0.9622122645378113,,0.9776189923286438,0.9676759243011475,0.9691690603892008
tsn,0.9625099301338196,,,0.9707338809967041,0.9666219055652618
mos,,,0.971143364906311,0.9619041085243225,0.9665237367153168
swa,0.9622053503990173,,0.9763601422309875,0.9536218643188477,0.9640624523162842
sna,0.9583121538162231,,0.968464732170105,0.9629772901535034,0.9632513920466105
wol,0.9501739144325256,,0.9698459506034851,0.96529221534729,0.9617706934611002
luo,,,0.9699161052703857,0.9533688426017761,0.9616424739360809
ibo,0.9511111974716187,,,0.9664173722267151,0.9587642848491669
fon,0.9447969794273376,,0.9679809808731079,0.9610767960548401,0.9579515854517618
zul,0.9440910220146179,,0.9634523391723633,,0.9537716805934906
hau,0.9398594498634338,,0.9657521843910217,0.9511626958847046,0.9522581100463867
xho,0.9528360366821289,,0.9493085145950317,,0.9510722756385803
bam,0.9537103176116943,,,0.9301005005836487,0.9419054090976715
yor,0.9118323922157288,,,0.9561545848846436,0.9339934885501862
bbj,0.9115085601806641,,,0.9510683417320251,0.9312884509563446
