,LOC,DATE,PER,ORG
bam,0.791218101978302,0.8792766332626343,0.929164469242096,0.8785675168037415
bbj,0.7281671166419983,0.8446537256240845,0.9217395782470703,0.93182373046875
ewe,0.8481426239013672,0.8775508403778076,0.926275372505188,0.9521496295928955
fon,0.7189434170722961,0.8386479616165161,0.9221939444541931,0.9372595548629761
hau,0.7554649114608765,0.8301718831062317,0.9194590449333191,0.9073032736778259
ibo,0.8465220332145691,0.9384910464286804,0.9403197169303894,0.958538830280304
kin,0.9212430119514465,0.9247722029685974,0.9331203699111938,0.9661767482757568
lug,0.9232204556465149,0.8836155533790588,0.9818482398986816,0.863507091999054
luo,0.8726802468299866,0.9052160978317261,0.9344836473464966,0.9447833895683289
mos,0.794539749622345,0.7972032427787781,0.9390508532524109,0.940135657787323
nya,0.8443878293037415,0.8926107883453369,0.9225201606750488,0.962170422077179
pcm,0.8565651178359985,0.7378501296043396,0.9368928670883179,0.8970100283622742
sna,0.8317305445671082,0.9375907778739929,0.9287864565849304,0.9470121264457703
swa,0.8961893916130066,0.7593721747398376,0.9057651162147522,0.8909280300140381
tsn,0.8393737077713013,0.9247443079948425,0.9351963996887207,0.9411055445671082
twi,0.9000006318092346,0.9000054597854614,0.939997136592865,0.9653211832046509
wol,0.7743475437164307,0.9228771328926086,0.9419244527816772,0.9409869313240051
xho,0.7590571641921997,0.9083930850028992,0.9141399264335632,0.9263533353805542
yor,0.7251488566398621,0.8721789121627808,0.8874452114105225,0.9302361011505127
zul,0.8174965381622314,0.9159359931945801,0.8997661471366882,0.9571583271026611
