,ORG,PER,LOC,DATE
bam,0.9624384641647339,0.9872919321060181,0.9844648838043213,
bbj,0.9822550415992737,0.9893075227737427,0.9515230655670166,
ewe,0.9876108765602112,0.9856885671615601,0.9792426228523254,
fon,0.9847120046615601,0.9836192727088928,0.975562334060669,
hau,0.9764233827590942,0.9844818115234375,0.9738919138908386,
ibo,0.9870491027832031,0.9883585572242737,0.960543155670166,
kin,0.989351212978363,0.986395537853241,0.9794772267341614,
lug,0.9793696403503418,0.9760188460350037,0.9858577847480774,
luo,0.9620164632797241,0.9866358637809753,0.9878667593002319,
mos,0.9840875267982483,0.9830532073974609,0.973834753036499,
nya,0.9805928468704224,0.9924337267875671,0.9754429459571838,
pcm,0.9769374132156372,0.9909607172012329,0.9811769127845764,
sna,0.9746240377426147,0.9878044724464417,0.9673693776130676,
swa,0.9619584679603577,0.9847807288169861,0.9838716983795166,
tsn,0.9843432903289795,0.9897348284721375,0.9821295738220215,
twi,0.9899368286132812,0.9909548163414001,0.9852457642555237,
wol,0.9778565168380737,0.9883129000663757,0.9706529378890991,
xho,0.9748778939247131,0.97684645652771,0.9642983675003052,
yor,0.9758187532424927,0.983622133731842,0.9405803084373474,
zul,0.9837067127227783,0.9861827492713928,0.9726912975311279,
