,ORG,PER,LOC,DATE
bam,0.9358718991279602,,0.9800899028778076,
bbj,0.9717102646827698,,0.9440056085586548,
ewe,0.980229377746582,0.9850013256072998,,
fon,0.978376030921936,0.9846574664115906,0.9728474020957947,
hau,0.9679457545280457,0.9828528165817261,0.9693302512168884,
ibo,0.9764627814292908,,0.9617847800254822,
kin,0.9801817536354065,0.9822441339492798,0.9780088663101196,
lug,0.9608476758003235,0.97295081615448,,
luo,0.960406482219696,0.9731848835945129,,
mos,0.9699761867523193,0.984561562538147,,
nya,0.9725441932678223,0.9829761385917664,0.9685772657394409,
pcm,,0.9889706373214722,0.9807825088500977,
sna,0.9681892991065979,0.9836090207099915,0.973393976688385,
swa,0.9437499642372131,0.9839130640029907,0.9808143973350525,
tsn,0.977001428604126,,0.9737734794616699,
twi,0.9831304550170898,0.9889660477638245,0.9830710291862488,
wol,0.964871346950531,0.9863139390945435,0.9650354385375977,
xho,,0.9700129628181458,0.965105414390564,
yor,0.9668739438056946,,0.9379304051399231,
zul,,0.9816462993621826,0.9733758568763733,
