,ORG,DATE,LOC,PER
bam,0.8835534453392029,,0.963065505027771,
bbj,0.9449824690818787,,0.9235888719558716,
ewe,0.944337010383606,,,0.9760612845420837
fon,0.9585014581680298,,0.9622529149055481,0.9546692371368408
hau,0.9799108505249023,,0.9723549485206604,0.9892677664756775
ibo,0.9705918431282043,,0.9697729349136353,
kin,0.9721574187278748,,0.9728395938873291,0.9875305891036987
lug,0.9842438101768494,,,0.9865266680717468
luo,0.9610320329666138,,,0.9710736274719238
mos,0.972073495388031,,,0.9798873066902161
nya,0.9712040424346924,,0.9743731617927551,
pcm,,,0.9335670471191406,0.9710085988044739
sna,,,0.9786196947097778,0.9822402596473694
swa,0.9250638484954834,,0.9540588855743408,0.962308406829834
tsn,0.9712727665901184,,0.969559371471405,
twi,0.9784216284751892,,0.9685206413269043,0.9833441972732544
wol,0.9652299284934998,,0.9679043889045715,0.9735049605369568
xho,,,0.9722412824630737,0.9656941890716553
yor,0.9565295577049255,,0.9408081769943237,
zul,,,0.9757214784622192,
