,DATE,ORG,PER,LOC,Mean
kin,0.984409749507904,0.9939808249473572,0.9868845343589783,0.991331160068512,0.9891515672206879
twi,0.9802657961845398,0.9937458634376526,0.9909775853157043,0.9914227724075317,0.9891030043363571
luo,0.9866928458213806,0.9879971742630005,0.9878576993942261,0.9908491373062134,0.9883492141962051
tsn,0.9856032729148865,0.9840937256813049,0.9921781420707703,0.9855160117149353,0.9868477880954742
lug,0.9767507314682007,0.9794567823410034,0.9969732761383057,0.9921761751174927,0.9863392412662506
nya,0.9761589169502258,0.990318238735199,0.9912772178649902,0.9840555787086487,0.9854524880647659
ibo,0.9889893531799316,0.9917546510696411,0.9858115911483765,0.9706604480743408,0.9843040108680725
ewe,0.9716470837593079,0.9921553134918213,0.991683840751648,0.9805871248245239,0.9840183407068253
zul,0.9820978045463562,0.9870806932449341,0.9882134795188904,0.976182222366333,0.9833935499191284
wol,0.9839357137680054,0.9854785203933716,0.9876241087913513,0.9739121198654175,0.9827376157045364
bam,0.9803328514099121,0.9813909530639648,0.9873612523078918,0.9816470742225647,0.9826830327510834
sna,0.980068027973175,0.9876369833946228,0.989776074886322,0.9681362509727478,0.9814043343067169
pcm,0.9528529047966003,0.9861000180244446,0.9933961629867554,0.9891741275787354,0.9803808033466339
mos,0.9697020649909973,0.9895505905151367,0.9842439293861389,0.9756460785865784,0.9797856658697128
xho,0.9849188327789307,0.9820687174797058,0.9855756163597107,0.9658628106117249,0.979606494307518
swa,0.9516212940216064,0.9777591228485107,0.9921414256095886,0.9948056936264038,0.9790818840265274
hau,0.9705178737640381,0.9849947094917297,0.9873501658439636,0.9730392694473267,0.9789755046367645
fon,0.971183717250824,0.9867907762527466,0.9854098558425903,0.9711246490478516,0.9786272495985031
bbj,0.9722631573677063,0.9869884848594666,0.9893340468406677,0.9629817008972168,0.9778918474912643
yor,0.9764183759689331,0.9894803762435913,0.9823043346405029,0.9631803631782532,0.9778458625078201
