,DATE,LOC,ORG,PER,Mean
lug,,0.9726510047912598,0.9603464603424072,0.984130859375,0.9723761081695557
twi,,0.9522196054458618,0.9797152280807495,0.9847743511199951,0.9722363948822021
luo,,0.9272841811180115,0.9747384190559387,0.9777489304542542,0.9599238435427347
ewe,,0.9354409575462341,0.9708067178726196,0.972416341304779,0.9595546722412109
kin,,0.9238147139549255,0.9740131497383118,0.9781836271286011,0.9586704969406128
pcm,,0.9571748971939087,0.9296926856040955,0.9822025895118713,0.9563567241032919
swa,,0.9667174220085144,0.9464200735092163,0.9415048360824585,0.9515474438667297
ibo,,0.8451340198516846,0.960022509098053,0.9774031639099121,0.9275198976198832
bam,,0.872127115726471,0.9262117147445679,0.981914758682251,0.9267511963844299
tsn,,0.8488640785217285,0.9514526128768921,0.9752843379974365,0.925200343132019
hau,,0.7955759167671204,0.9692736864089966,0.9767655730247498,0.9138717254002889
fon,,0.8134382963180542,0.9633693695068359,0.9596925377845764,0.9121667345364889
zul,,0.8083343505859375,0.9650880694389343,0.9574775695800781,0.9102999965349833
nya,,0.7956004738807678,0.9563537240028381,0.9719186425209045,0.9079576134681702
sna,,0.7977629899978638,0.9489885568618774,0.9747561812400818,0.907169242699941
mos,,0.8046771287918091,0.9655556678771973,0.9506933689117432,0.9069753885269165
wol,,0.7739136219024658,0.9651979207992554,0.9798633456230164,0.9063249627749125
bbj,,0.7592283487319946,0.9515929818153381,0.9806329011917114,0.8971514105796814
yor,,0.7497250437736511,0.9648061990737915,0.9337206482887268,0.8827506303787231
xho,,0.7399685382843018,0.9571371078491211,0.9324421882629395,0.8765159447987875
