layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.8981811148899237
2,mbert,top5,kin,0.8877649889447736
2,mbert,top5,twi,0.8767535787874374
2,mbert,top5,sna,0.8734428791788532
2,mbert,top5,ibo,0.8715247764037216
2,mbert,worst5,bbj,0.6657461936628147
2,mbert,worst5,yor,0.7009840147167745
2,mbert,worst5,pcm,0.7672988526651037
2,mbert,worst5,fon,0.7722357872520635
2,mbert,worst5,bam,0.7816369885225327
3,mbert,top5,lug,0.9381450159366651
3,mbert,top5,kin,0.9343762762780404
3,mbert,top5,sna,0.9245939863293462
3,mbert,top5,twi,0.924215458958728
3,mbert,top5,ibo,0.9205810874166571
3,mbert,worst5,bbj,0.7874768372236487
3,mbert,worst5,yor,0.8167776014862019
3,mbert,worst5,pcm,0.8505873085272289
3,mbert,worst5,fon,0.8542321627577022
3,mbert,worst5,bam,0.8719051618786513
10,mbert,top5,lug,0.9788439277277936
10,mbert,top5,kin,0.9783951388929486
10,mbert,top5,luo,0.9732173461231883
10,mbert,top5,twi,0.9730610569215621
10,mbert,top5,sna,0.973054602835878
10,mbert,worst5,bbj,0.9274481156010539
10,mbert,worst5,yor,0.932578449104731
10,mbert,worst5,fon,0.9408236771912429
10,mbert,worst5,pcm,0.9487268912742327
10,mbert,worst5,swa,0.9558331124571297
12,mbert,top5,lug,0.9291331879321822
12,mbert,top5,kin,0.9142379359658166
12,mbert,top5,nya,0.8958395444073532
12,mbert,top5,sna,0.8866371613956372
12,mbert,top5,luo,0.8831504127523045
12,mbert,worst5,yor,0.701360686314419
12,mbert,worst5,bbj,0.7062617050572162
12,mbert,worst5,fon,0.7357034498657211
12,mbert,worst5,pcm,0.781836912004644
12,mbert,worst5,mos,0.7941543264674618
