,DATE,ORG,LOC,PER,Mean
twi,,0.9932660460472107,0.9920696020126343,0.9916854500770569,0.9923403660456339
luo,,0.9886264801025391,0.9883272051811218,0.9858560562133789,0.9876032471656799
kin,,0.9902177453041077,0.985752522945404,0.9866580963134766,0.9875427881876627
tsn,,0.9866927266120911,0.9823710918426514,0.9902511835098267,0.9864383339881897
ewe,,0.9906286597251892,0.9777845144271851,0.9882143139839172,0.9855424960454305
pcm,,0.9814006090164185,0.9801328778266907,0.9914582371711731,0.9843305746714274
lug,,0.984121561050415,0.9916942715644836,0.976311445236206,0.9840424259503683
zul,,0.9871954321861267,0.977510392665863,0.9861681461334229,0.9836246569951376
swa,,0.9653576612472534,0.9904782176017761,0.9898086786270142,0.9818815191586813
nya,,0.9854262471199036,0.9664520025253296,0.9922293424606323,0.9813691973686218
hau,,0.9822917580604553,0.9758987426757812,0.9856228828430176,0.9812711278597513
fon,,0.9869576692581177,0.9679853320121765,0.9849376678466797,0.9799602230389913
mos,,0.9883216619491577,0.967406690120697,0.9840126037597656,0.9799136519432068
wol,,0.9815938472747803,0.9631653428077698,0.9886749982833862,0.9778113961219788
ibo,,0.9894366264343262,0.9528844952583313,0.9884077310562134,0.9769096175829569
bam,,0.9629417061805725,0.9806933999061584,0.986992597579956,0.976875901222229
sna,,0.977888822555542,0.9636148810386658,0.9868826866149902,0.9761287967363993
bbj,,0.9831017255783081,0.9491122961044312,0.9899271726608276,0.974047064781189
yor,,0.981974720954895,0.9515692591667175,0.9819982647895813,0.971847414970398
xho,,0.978787899017334,0.9594026803970337,0.976621687412262,0.9716040889422098
