,LOC,DATE,ORG,PER
bam,0.9999752640724182,0.9999861717224121,0.9999871253967285,0.9999940395355225
bbj,0.9999669194221497,0.999982476234436,0.9999955296516418,0.9999955296516418
ewe,0.9999904632568359,0.9999780654907227,0.9999938607215881,0.9999908208847046
fon,0.9999620318412781,0.9999833703041077,0.9999903440475464,0.9999829530715942
hau,0.9999585747718811,0.9999540448188782,0.9999892115592957,0.9999852776527405
ibo,0.9999743103981018,0.9999901652336121,0.9999945759773254,0.9999951124191284
kin,0.9999966621398926,0.9999839663505554,0.9999954700469971,0.9999896287918091
lug,0.9999959468841553,0.9999554753303528,0.9999768137931824,0.9999962449073792
luo,0.9999896287918091,0.9999916553497314,0.9999874830245972,0.9999947547912598
mos,0.9999817609786987,0.999961793422699,0.9999926686286926,0.9999885559082031
nya,0.9999783635139465,0.9999657273292542,0.9999903440475464,0.9999894499778748
pcm,0.9999781250953674,0.9999305009841919,0.9999876022338867,0.9999958276748657
sna,0.9999803900718689,0.99997878074646,0.9999869465827942,0.9999950528144836
swa,0.9999955296516418,0.9999562501907349,0.9999842047691345,0.9999901056289673
tsn,0.9999904632568359,0.9999876022338867,0.9999805092811584,0.9999918341636658
twi,0.999993622303009,0.9999892711639404,0.9999924898147583,0.9999961256980896
wol,0.9999690055847168,0.9999764561653137,0.9999887943267822,0.9999945163726807
xho,0.9999693036079407,0.9999901056289673,0.9999856948852539,0.9999927282333374
yor,0.9999626278877258,0.9999850988388062,0.9999938011169434,0.9999876022338867
zul,0.9999868273735046,0.999986469745636,0.9999916553497314,0.999993085861206
