,LOC,ORG,PER,DATE,Mean
twi,0.9703996181488037,0.9819614291191101,0.9824191331863403,0.9701715707778931,0.9762379378080368
tsn,0.958463191986084,0.9726702570915222,0.9792036414146423,0.9794782400131226,0.9724538326263428
lug,0.9709572792053223,0.9577706456184387,0.9769026637077332,0.9838076829910278,0.9723595678806305
zul,0.9547668695449829,0.9779412150382996,0.9754012227058411,0.9733276963233948,0.9703592509031296
kin,0.9615166783332825,0.9574661254882812,0.9747694730758667,0.9793353080749512,0.9682718962430954
sna,0.9523559212684631,0.9691029191017151,0.9688423871994019,0.9827780723571777,0.9682698249816895
ibo,0.9311085939407349,0.9717702269554138,0.9806360602378845,0.9882657527923584,0.9679451584815979
mos,0.943134069442749,0.9753261804580688,0.9811298251152039,0.9716513156890869,0.9678103476762772
luo,0.9672004580497742,0.9512103199958801,0.9711198210716248,0.9754181504249573,0.9662371873855591
nya,0.9373077154159546,0.9781995415687561,0.9816589951515198,0.959048867225647,0.9640537798404694
wol,0.924885630607605,0.965334951877594,0.9819666743278503,0.9799214601516724,0.9630271792411804
xho,0.9393013715744019,0.9714922904968262,0.9702314138412476,0.9700025320053101,0.9627569019794464
fon,0.9384958148002625,0.9744815230369568,0.9741112589836121,0.9586569666862488,0.96143639087677
bam,0.9460306763648987,0.954591691493988,0.9759856462478638,0.9690406918525696,0.96141217648983
ewe,0.9589770436286926,0.9739537239074707,0.9718450307846069,0.9394598007202148,0.9610588997602463
bbj,0.9227054715156555,0.9752241969108582,0.9795559644699097,0.9629582166671753,0.9601109623908997
yor,0.9085816740989685,0.9691965579986572,0.9718132615089417,0.9698593020439148,0.9548626989126205
hau,0.9319089651107788,0.9705893993377686,0.97038733959198,0.9325006008148193,0.9513465762138367
swa,0.9596009254455566,0.932313859462738,0.9767352938652039,0.9134184122085571,0.9455171227455139
pcm,0.9579138159751892,0.9290560483932495,0.9778403043746948,0.8964736461639404,0.9403209537267685
