,DATE,PER,LOC,ORG
bam,0.9998605847358704,0.9997166991233826,0.9985847473144531,0.9997971653938293
bbj,0.9998968243598938,0.9998974800109863,0.998309314250946,0.9999728798866272
ewe,0.99986332654953,0.9998800158500671,0.9994911551475525,0.9999750256538391
fon,0.9993703365325928,0.9997909069061279,0.9988670945167542,0.9998414516448975
hau,0.9995877146720886,0.9998127222061157,0.9984323978424072,0.9998061656951904
ibo,0.9998699426651001,0.9998800754547119,0.999652624130249,0.9999871850013733
kin,0.9999394416809082,0.9998077750205994,0.9999473690986633,0.999978244304657
lug,0.9998372197151184,0.9998931884765625,0.9997364282608032,0.9996932744979858
luo,0.9999405741691589,0.9998117089271545,0.9998615384101868,0.999958336353302
mos,0.9995930194854736,0.9997502565383911,0.9992053508758545,0.999836266040802
nya,0.9998847842216492,0.9998645782470703,0.9996098279953003,0.9999726414680481
pcm,0.9989798665046692,0.999833345413208,0.9998847842216492,0.9996689558029175
sna,0.9999797940254211,0.9998891353607178,0.9995939135551453,0.9999169707298279
swa,0.9988643527030945,0.9998556971549988,0.9999356269836426,0.9998363256454468
tsn,0.9999711513519287,0.9998922348022461,0.9994674324989319,0.9998512864112854
twi,0.9999101161956787,0.9998487234115601,0.9999097585678101,0.9999673366546631
wol,0.9999063611030579,0.9998509883880615,0.9990694522857666,0.9999067187309265
xho,0.9999328851699829,0.9998353123664856,0.9984622001647949,0.9999334216117859
yor,0.9999028444290161,0.9998565912246704,0.9992765188217163,0.999957799911499
zul,0.9999238848686218,0.999750018119812,0.9995521903038025,0.9999804496765137
