,DATE,PER,LOC,ORG
bam,0.9999902844429016,0.9999341368675232,0.9999774694442749,0.9999845623970032
bbj,0.9999825358390808,0.9999356269836426,0.9999691843986511,0.9999924898147583
ewe,0.9999845623970032,0.9999251365661621,0.9999909400939941,0.9999923706054688
fon,0.9999779462814331,0.9998802542686462,0.9999637603759766,0.9999912977218628
hau,0.9999452233314514,0.9999195337295532,0.9999537467956543,0.9999879598617554
ibo,0.9999921321868896,0.9999189376831055,0.9999765157699585,0.999995231628418
kin,0.9999901652336121,0.9999613165855408,0.9999960064888,0.9999929070472717
lug,0.9999653100967407,0.9999385476112366,0.9999946355819702,0.9999836683273315
luo,0.9999923706054688,0.9999509453773499,0.9999906420707703,0.9999900460243225
mos,0.9999626874923706,0.9998968839645386,0.999984085559845,0.999991238117218
nya,0.9999756813049316,0.9999481439590454,0.9999813437461853,0.9999907612800598
pcm,0.9999455213546753,0.999936580657959,0.9999780654907227,0.9999900460243225
sna,0.9999882578849792,0.9999299049377441,0.9999817609786987,0.9999903440475464
swa,0.999967634677887,0.9999508261680603,0.9999948143959045,0.9999873638153076
tsn,0.9999935030937195,0.9999508261680603,0.9999906420707703,0.999984860420227
twi,0.9999913573265076,0.9999329447746277,0.999993622303009,0.9999954700469971
wol,0.9999802112579346,0.9999192953109741,0.9999725818634033,0.9999867677688599
xho,0.9999933242797852,0.9999194741249084,0.9999708533287048,0.9999874234199524
yor,0.9999847412109375,0.9999355673789978,0.9999658465385437,0.9999938011169434
zul,0.9999908804893494,0.9999260306358337,0.9999872446060181,0.9999912977218628
