,PER,LOC,DATE,ORG,Mean
nya,0.9993906021118164,0.9981284141540527,,0.9985054731369019,0.9986748298009237
kin,0.9987891316413879,0.9985082745552063,,0.9986605048179626,0.9986526370048523
mos,0.998769998550415,0.9981697201728821,,0.9988300204277039,0.9985899130503336
twi,0.9989965558052063,0.9979044795036316,,0.998857319355011,0.998586118221283
ewe,0.9988323450088501,0.9979438185691833,,0.998894989490509,0.9985570510228475
wol,0.9991296529769897,0.9973898530006409,,0.9988536834716797,0.9984577298164368
zul,0.9985288381576538,0.9981555938720703,,0.9986264109611511,0.9984369476636251
fon,0.9987542629241943,0.9980087876319885,,0.9985383152961731,0.998433788617452
tsn,0.9985853433609009,0.9978723526000977,,0.9984701871871948,0.9983092943827311
luo,0.9988336563110352,0.9984513521194458,,0.9975205063819885,0.9982685049374899
ibo,0.999151885509491,0.9969315528869629,,0.9986552000045776,0.9982462128003439
sna,0.9983382225036621,0.998038649559021,,0.998110830783844,0.998162567615509
bbj,0.9989359974861145,0.9971609115600586,,0.9983208775520325,0.9981392621994019
swa,0.9990212917327881,0.9982253313064575,,0.9968354105949402,0.9980273445447286
pcm,0.998801589012146,0.9980899095535278,,0.996957540512085,0.9979496796925863
xho,0.9976739287376404,0.9976233839988708,,0.9984301328659058,0.997909148534139
bam,0.9990788102149963,0.998212993144989,,0.9962894320487976,0.9978604118029276
hau,0.9988232254981995,0.9961188435554504,,0.9973800182342529,0.9974406957626343
lug,0.9977046251296997,0.9974024891853333,,0.9967561960220337,0.9972877701123556
yor,,0.9950724244117737,,0.998275876045227,0.9966741502285004
