,ORG,LOC,DATE,PER
bam,0.9132550358772278,0.9467047452926636,,0.9789626002311707
bbj,0.9623759388923645,0.8832771182060242,,0.9765065312385559
ewe,0.9690398573875427,0.9580050706863403,,0.9673498272895813
fon,0.9734728932380676,0.909348726272583,,0.9609485864639282
hau,0.9666417241096497,0.9058716297149658,,0.9731797575950623
ibo,0.9726762175559998,0.9004806876182556,,0.9816319346427917
kin,0.9723110795021057,0.974572479724884,,0.9714925289154053
lug,0.9704948663711548,0.977824330329895,,0.952580988407135
luo,0.9755843877792358,0.9730867743492126,,0.9714492559432983
mos,0.9714682102203369,0.9071237444877625,,0.9645981788635254
nya,0.9684688448905945,0.9169520139694214,,0.9876419901847839
pcm,0.9294268488883972,0.9670053720474243,,0.9822386503219604
sna,0.9528058171272278,0.9019819498062134,,0.9696268439292908
swa,0.9444963932037354,0.9790840148925781,,0.9681425094604492
tsn,0.9615843892097473,0.9522781372070312,,0.9746154546737671
twi,0.9842507839202881,0.976364254951477,,0.9835244417190552
wol,0.9643847346305847,0.9030511975288391,,0.9776166081428528
xho,0.9582311511039734,0.8886050581932068,,0.9233587384223938
yor,0.9580925703048706,0.8517310619354248,,0.9337530732154846
zul,0.9696316123008728,0.934484601020813,,0.9466310143470764
