,PER,LOC,ORG,DATE,Mean
luo,0.9390766620635986,0.9697012305259705,0.9774845838546753,,0.9727839326951653
twi,0.9398154616355896,0.9588387608528137,0.9828424453735352,,0.9701134513597935
kin,0.9416037201881409,0.9643175005912781,0.9754721522331238,,0.9692317536100745
ibo,0.931605339050293,0.9632773399353027,0.9729924201965332,,0.9672787189483643
zul,0.9400384426116943,0.9517923593521118,0.9699164628982544,,0.9603665368631482
mos,0.9022589325904846,0.9490529298782349,0.9737637042999268,,0.960022003389895
swa,0.9286320805549622,0.9566701650619507,0.9631733894348145,,0.9591884249821305
fon,0.9189482927322388,0.9482356905937195,0.9705964922904968,,0.9584676274098456
ewe,0.9257951974868774,0.9519240856170654,0.9650639891624451,,0.9577276583295316
tsn,0.9349187612533569,0.953451931476593,0.9630163908004761,,0.9576877064537257
sna,0.9395167231559753,0.9516863226890564,0.9634213447570801,,0.957131088944152
nya,0.9413724541664124,0.9457921385765076,0.9683398604393005,,0.9566981820389628
lug,0.9295753240585327,0.954684317111969,0.959890604019165,,0.9566379573661834
hau,0.9261314272880554,0.9419829249382019,0.9717486500740051,,0.956145450938493
wol,0.9425845742225647,0.9328034520149231,0.9630558490753174,,0.9478043753188103
pcm,0.9276076555252075,0.9602521657943726,0.9359325766563416,,0.9476122607011348
bam,0.9291459321975708,0.9671413898468018,0.9247704148292542,,0.945561918662861
xho,0.9220845103263855,0.928196132183075,0.9623962044715881,,0.9447521450929344
yor,0.9041836857795715,0.9159507751464844,0.9664302468299866,,0.9403231635224074
bbj,0.9340445399284363,0.9051299691200256,0.962195098400116,,0.9336714870296419
