,DATE,LOC,ORG,PER
bam,0.9999850988388062,0.999980628490448,0.9999729990959167,0.9999864101409912
bbj,0.9999810457229614,0.9999857544898987,0.9999871253967285,0.9999901652336121
ewe,0.9999859929084778,0.9999927878379822,0.9999854564666748,0.9999887943267822
fon,0.999976396560669,0.9999831914901733,0.9999803304672241,0.9999657273292542
hau,0.9999732971191406,0.999984622001648,0.9999889731407166,0.9999919533729553
ibo,0.9999949336051941,0.9999904036521912,0.9999798536300659,0.9999951720237732
kin,0.9999915957450867,0.9999914765357971,0.9999918341636658,0.9999934434890747
lug,0.9999924302101135,0.9999908804893494,0.9999946355819702,0.9999974370002747
luo,0.9999910593032837,0.9999945759773254,0.999984622001648,0.9999918341636658
mos,0.9999832510948181,0.9999914169311523,0.9999876022338867,0.9999898672103882
nya,0.9999898672103882,0.9999945163726807,0.999992847442627,0.9999956488609314
pcm,0.9999793171882629,0.9999842643737793,0.9999803304672241,0.999988317489624
sna,0.9999890923500061,0.9999946355819702,0.999995768070221,0.9999952912330627
swa,0.9999825954437256,0.999984860420227,0.9999848008155823,0.9999845623970032
tsn,0.9999921321868896,0.9999883770942688,0.9999865293502808,0.9999949336051941
twi,0.9999715685844421,0.9999882578849792,0.9999881982803345,0.999984622001648
wol,0.9999874234199524,0.9999892115592957,0.9999856352806091,0.9999909996986389
xho,0.9999935626983643,0.9999933838844299,0.9999916553497314,0.9999873638153076
yor,0.999986469745636,0.9999878406524658,0.9999886751174927,0.999987781047821
zul,0.9999920725822449,0.999986469745636,0.9999910593032837,0.999990701675415
