,LOC,ORG,PER,DATE
bam,0.975685715675354,0.9775729179382324,0.983938992023468,0.9750267267227173
bbj,0.9570252895355225,0.9847021698951721,0.9848755598068237,0.966253936290741
ewe,0.9769290685653687,0.9895299077033997,0.9886388182640076,0.9668832421302795
fon,0.9640001058578491,0.9842710494995117,0.9804580807685852,0.9656333923339844
hau,0.9656129479408264,0.9809519648551941,0.982160747051239,0.9643606543540955
ibo,0.9655095934867859,0.9906755685806274,0.9816557765007019,0.9865133762359619
kin,0.9894472360610962,0.9923286437988281,0.983431339263916,0.9819759130477905
lug,0.9900175929069519,0.9735488295555115,0.9959899187088013,0.9727435111999512
luo,0.988172709941864,0.9848923683166504,0.9887284636497498,0.9840324521064758
mos,0.9707335233688354,0.9871254563331604,0.9791529774665833,0.9627473950386047
nya,0.9813792705535889,0.9888444542884827,0.9881535768508911,0.9719700217247009
pcm,0.9851608276367188,0.9825439453125,0.9908708930015564,0.9427914023399353
sna,0.9635134935379028,0.9856762886047363,0.9857961535453796,0.9764387607574463
swa,0.99314284324646,0.9731618762016296,0.9892964363098145,0.9445986151695251
tsn,0.9818702936172485,0.9811756014823914,0.9892061948776245,0.982168972492218
twi,0.9884527921676636,0.992461621761322,0.9875474572181702,0.9764788746833801
wol,0.9672784209251404,0.98180091381073,0.9835107922554016,0.9814650416374207
xho,0.9604965448379517,0.9765660166740417,0.9820306301116943,0.9814247488975525
yor,0.9563807249069214,0.9873101115226746,0.9771878123283386,0.9705414175987244
zul,0.971256673336029,0.9845819473266602,0.9852267503738403,0.9782440066337585
