,PER,LOC,DATE,ORG
bam,0.9914352297782898,0.9672846794128418,0.9740400910377502,0.9558326601982117
bbj,0.9876502752304077,0.9470232725143433,0.9689833521842957,0.9845788478851318
ewe,0.988158106803894,0.973863959312439,0.9627429842948914,0.9902963042259216
fon,0.9842531085014343,0.9576826691627502,0.9659554958343506,0.9857485890388489
hau,0.9891189336776733,0.9475603699684143,0.9604799747467041,0.9773645997047424
ibo,0.9929201602935791,0.9564886689186096,0.9903465509414673,0.99016273021698
kin,0.9880399703979492,0.9889824986457825,0.984950065612793,0.9916996955871582
lug,0.992857813835144,0.9860294461250305,0.9637717008590698,0.9679698348045349
luo,0.9879969358444214,0.9826246500015259,0.9854313731193542,0.9854110479354858
mos,0.9841612577438354,0.9649407267570496,0.9554667472839355,0.9894644618034363
nya,0.9817649722099304,0.9760318994522095,0.9702310562133789,0.9881554841995239
pcm,0.9942829608917236,0.9828633069992065,0.9342663288116455,0.9792635440826416
sna,0.9890563488006592,0.9625516533851624,0.9743653535842896,0.9848572015762329
swa,0.9864068031311035,0.9908180832862854,0.9452840685844421,0.9750757813453674
tsn,0.9859222173690796,0.9787650108337402,0.9831216335296631,0.9818240404129028
twi,0.9900233149528503,0.9858806729316711,0.9805823564529419,0.9937904477119446
wol,0.9886903762817383,0.9572566747665405,0.9843807220458984,0.9861441254615784
xho,0.9837487936019897,0.959278404712677,0.986792266368866,0.9816780686378479
yor,0.9825722575187683,0.950178861618042,0.9771438241004944,0.990172803401947
zul,0.985929012298584,0.9673940539360046,0.9823623299598694,0.9873218536376953
