,LOC,ORG,DATE,PER
bam,0.9429152607917786,0.9675509333610535,0.9653679132461548,0.9786744713783264
bbj,0.90871262550354,0.9745721817016602,0.9555683732032776,0.9775699973106384
ewe,0.9588375687599182,0.9795851111412048,0.9559855461120605,0.9801723957061768
fon,0.9241275191307068,0.9776914119720459,0.9582873582839966,0.9812300205230713
hau,0.9306997060775757,0.9688504338264465,0.9382998943328857,0.9804741740226746
ibo,0.9266067147254944,0.9849877953529358,0.9845748543739319,0.980823814868927
kin,0.977967381477356,0.9856951832771301,0.979475736618042,0.9816572666168213
lug,0.9731831550598145,0.9592097997665405,0.9481879472732544,0.9938362240791321
luo,0.9689375162124634,0.9753736257553101,0.9804738163948059,0.9825640916824341
mos,0.9412291646003723,0.9795776009559631,0.9453022480010986,0.9839102625846863
nya,0.9551835060119629,0.9860671162605286,0.9678628444671631,0.9889631271362305
pcm,0.9632154107093811,0.9591107964515686,0.8947759866714478,0.9845761656761169
sna,0.9486440420150757,0.9843077063560486,0.9821755290031433,0.9854816794395447
swa,0.9636662602424622,0.9571040272712708,0.9053859114646912,0.9748871326446533
tsn,0.9556518793106079,0.9744367599487305,0.9768955707550049,0.9849667549133301
twi,0.970862090587616,0.9878408312797546,0.9739623665809631,0.9840452075004578
wol,0.9306134581565857,0.9717832803726196,0.9757143259048462,0.9812344908714294
xho,0.9429479837417603,0.971195638179779,0.9768568277359009,0.9754765629768372
yor,0.9182916879653931,0.9822763204574585,0.9673250913619995,0.9714227318763733
zul,0.9511169791221619,0.9843350648880005,0.9741368293762207,0.9787245392799377
