,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.7586581707000732,0.8404324650764465,0.7659860253334045,0.8369724154472351,0.7839118242263794,0.8227393627166748,0.7943239808082581,0.8917447924613953,0.7608663439750671,,,
bbj,0.8358703255653381,0.8332116007804871,0.8355714082717896,0.7523975968360901,0.8105474710464478,0.8284028768539429,0.8973251581192017,0.8516684174537659,0.7926417589187622,,,
ewe,0.9402596354484558,0.8668609857559204,0.8628576993942261,0.8090564608573914,0.9186728596687316,0.8697975873947144,0.9403241872787476,0.9334374070167542,0.8043546676635742,,,
fon,0.9331966042518616,0.9395354390144348,0.793307363986969,0.5128164887428284,0.7987061738967896,0.8407933712005615,0.8914041519165039,0.9461367726325988,0.862581729888916,,,
hau,0.9843271374702454,0.8893808722496033,0.9563083052635192,0.8060663342475891,0.7122319936752319,0.7264358401298523,0.7108480930328369,0.94396710395813,0.8275601267814636,,,
ibo,0.8335503935813904,0.7573198080062866,0.9354636669158936,0.6329914927482605,0.8624237179756165,0.7742798328399658,0.5816657543182373,0.7725436687469482,0.7736639380455017,,,
kin,0.877436637878418,0.931229829788208,0.9455273151397704,0.9639793038368224,0.9791796803474426,0.9625063538551332,0.9851565361022948,0.8701880574226379,0.8750552535057068,,,
lug,0.8841145038604736,0.736380934715271,0.7831919193267822,0.7288391590118408,0.8537623286247253,0.9580091238021852,0.9586710333824158,0.926207959651947,0.750381588935852,,,
luo,0.8475384712219238,0.8447460532188416,0.9198168516159058,0.685812771320343,0.8551065325737,0.921942412853241,0.8490512371063232,0.9449592232704164,0.8732877969741821,,,
mos,0.7935372591018677,0.7505895495414734,0.8959082961082458,0.7861721515655518,0.7722995281219482,0.7561802864074707,0.8090598583221436,0.9259389042854308,0.7808277606964111,,,
nya,0.762012243270874,0.7433938980102539,0.8864630460739136,0.8298874497413635,0.933116853237152,0.8316781520843506,0.9024472832679749,0.8046299815177917,0.61541748046875,,,
pcm,0.8622299432754517,0.9686229825019836,0.9592388868331908,0.8370853662490845,0.9484403133392334,0.9717219471931458,0.9803470373153688,0.956765592098236,0.9066994190216064,,,
sna,0.8748133182525635,0.7854210734367371,0.8487010598182678,0.8944693207740784,0.9514721035957336,0.9446149468421936,0.9006576538085938,0.8604676127433777,0.9571037292480468,,,
swa,0.813675582408905,0.8181900382041931,0.9244672656059264,0.9631677865982056,0.9796168208122252,0.9619802236557008,0.9341452717781068,0.8603401780128479,0.883427619934082,,,
tsn,0.6660058498382568,0.7338759303092957,0.8711753487586975,0.8876084685325623,0.9600014686584472,0.9387962818145752,0.8801380395889282,0.9300410151481628,0.9027710556983948,,,
twi,0.8249289393424988,0.8442627787590027,0.8531422019004822,0.7934585809707642,0.9550984501838684,0.926769495010376,0.9163095355033876,0.8527930974960327,0.8304153680801392,,,
wol,0.8485352993011475,0.8801332712173462,0.918043315410614,0.6796402335166931,0.7504762411117554,0.8795204162597656,0.8733423948287964,0.9254836440086364,0.669166088104248,,,
xho,0.8080851435661316,0.7067263722419739,0.9124445915222168,0.931288719177246,0.94922137260437,0.956415832042694,0.874849796295166,0.9737561941146852,0.8419906497001648,,,
yor,0.7547425031661987,0.8562278747558594,0.9519883394241332,0.7882905006408691,0.7481750249862671,0.8386285305023193,0.6215583086013794,0.7995160818099976,0.7167312502861023,,,
zul,0.7534543871879578,0.8497509956359863,0.8606370687484741,0.8842660188674927,0.9505356550216676,0.903325855731964,0.9298031330108644,0.9455600380897522,0.921536386013031,,,
