layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.8871895103561956
2,mbert,top5,twi,0.8670787529171374
2,mbert,top5,luo,0.8667386879901561
2,mbert,top5,kin,0.8663358448830916
2,mbert,top5,nya,0.8591347180347817
2,mbert,worst5,bbj,0.6776478916223274
2,mbert,worst5,yor,0.7083082724688483
2,mbert,worst5,pcm,0.7483848043749018
2,mbert,worst5,fon,0.7560900222080181
2,mbert,worst5,ewe,0.7716884367209598
3,mbert,top5,lug,0.9292956743598804
3,mbert,top5,kin,0.9225888385504614
3,mbert,top5,twi,0.9185447762547237
3,mbert,top5,luo,0.9179929317163038
3,mbert,top5,nya,0.9171917938541212
3,mbert,worst5,bbj,0.7961398998724002
3,mbert,worst5,yor,0.8236705255942122
3,mbert,worst5,pcm,0.8374300981315207
3,mbert,worst5,ewe,0.8473318742769824
3,mbert,worst5,fon,0.851808548035
10,mbert,top5,lug,0.9758643076060387
10,mbert,top5,kin,0.9738357048765992
10,mbert,top5,twi,0.9714767251182922
10,mbert,top5,luo,0.9699405180283553
10,mbert,top5,nya,0.9689640718388799
10,mbert,worst5,bbj,0.9232546304348591
10,mbert,worst5,yor,0.9337631346696572
10,mbert,worst5,pcm,0.9378885502966846
10,mbert,worst5,fon,0.938153514630934
10,mbert,worst5,ewe,0.941485346797186
12,mbert,top5,lug,0.8965536783566537
12,mbert,top5,kin,0.8734592037701756
12,mbert,top5,nya,0.8679851101261917
12,mbert,top5,sna,0.8527804727521693
12,mbert,top5,twi,0.852533357038369
12,mbert,worst5,yor,0.6867363652123956
12,mbert,worst5,bbj,0.6959013217940796
12,mbert,worst5,pcm,0.7273744514096873
12,mbert,worst5,fon,0.7380427848463327
12,mbert,worst5,ewe,0.7583589030934368
