,DATE,ORG,LOC,PER
bam,0.999845564365387,0.9999239444732666,0.9998767971992493,0.9999391436576843
bbj,0.9994304180145264,0.9998295903205872,0.999591588973999,0.999919056892395
ewe,0.9956957101821899,0.9998306632041931,0.9998457431793213,0.9999176859855652
fon,0.9998427033424377,0.9999503493309021,0.9996107816696167,0.9998975992202759
hau,0.9999139308929443,0.9999010562896729,0.9989064335823059,0.9999330639839172
ibo,0.9999168515205383,0.9999454021453857,0.9991025328636169,0.999970018863678
kin,0.999855101108551,0.9999755620956421,0.9993271827697754,0.999952495098114
lug,0.9999446272850037,0.9999330639839172,0.9998676180839539,0.9997953176498413
luo,0.999907910823822,0.9998880624771118,0.9996819496154785,0.9995343089103699
mos,0.9995493292808533,0.9999207854270935,0.9993962645530701,0.9998928308486938
nya,0.9998006820678711,0.999918520450592,0.9990184307098389,0.9999703764915466
pcm,0.998984158039093,0.9998540282249451,0.9998227953910828,0.9999480843544006
sna,0.9998716711997986,0.999866247177124,0.9986637830734253,0.9997568130493164
swa,0.9996719360351562,0.9998554587364197,0.9998179078102112,0.9999138116836548
tsn,0.9999024868011475,0.9997736215591431,0.9998036623001099,0.999930202960968
twi,0.9995196461677551,0.9999334812164307,0.9999282956123352,0.9999358057975769
wol,0.9999259114265442,0.999660313129425,0.9992806315422058,0.9999520182609558
xho,0.9997285008430481,0.9999192953109741,0.998397171497345,0.9998598098754883
yor,0.9997676014900208,0.9998717904090881,0.9990592002868652,0.9998501539230347
zul,0.9998972415924072,0.9999593496322632,0.9993200302124023,0.999870240688324
