,PER,ORG,DATE,LOC
bam,0.9823518395423889,0.9736210107803345,0.976309597492218,0.9752569794654846
bbj,0.9868947267532349,0.9884955883026123,0.9669132828712463,0.959848940372467
ewe,0.9895848631858826,0.99092036485672,0.9667577743530273,0.9778572916984558
fon,0.9821717143058777,0.9878019094467163,0.965398907661438,0.9612656831741333
hau,0.9837930202484131,0.9773375391960144,0.9734567999839783,0.9482133984565735
ibo,0.9862036108970642,0.9919806718826294,0.9885581135749817,0.9708169102668762
kin,0.9865285158157349,0.9936821460723877,0.9871807098388672,0.985436737537384
lug,0.9976730942726135,0.9715198278427124,0.982099711894989,0.9870352149009705
luo,0.9840165972709656,0.9875224828720093,0.9826533198356628,0.9866833686828613
mos,0.9808999300003052,0.9882506728172302,0.9654838442802429,0.9713318943977356
nya,0.9887208342552185,0.990070104598999,0.9785529375076294,0.9799471497535706
pcm,0.9908367395401001,0.9829469323158264,0.9461179375648499,0.9813172221183777
sna,0.9867051839828491,0.9877141714096069,0.9807393550872803,0.9652270078659058
swa,0.9898355007171631,0.9773682951927185,0.9471206665039062,0.9921269416809082
tsn,0.9882417321205139,0.9787347316741943,0.9837178587913513,0.9807672500610352
twi,0.9880716800689697,0.9936291575431824,0.9786235690116882,0.9859108924865723
wol,0.9849194884300232,0.986501157283783,0.9863726496696472,0.9701627492904663
xho,0.9821615815162659,0.9813823699951172,0.9854957461357117,0.9620316624641418
yor,0.979083776473999,0.9852414727210999,0.9743698835372925,0.9573141932487488
zul,0.9853342771530151,0.9873510599136353,0.9848793745040894,0.9722164273262024
