,PER,LOC,ORG,DATE,Mean
kin,0.9863249063491821,0.9775596261024475,0.990981936454773,0.9910372495651245,0.9864759296178818
twi,0.9890346527099609,0.98093581199646,0.9890924096107483,0.9856977462768555,0.9861901551485062
tsn,0.9859294295310974,0.9755286574363708,0.98182612657547,0.989915132522583,0.9832998365163803
lug,0.9895567893981934,0.9829712510108948,0.9676513671875,0.9914565086364746,0.9829089790582657
luo,0.9842655658721924,0.9785348773002625,0.9845553040504456,0.9842751026153564,0.9829077124595642
zul,0.9849726557731628,0.9672737717628479,0.9854327440261841,0.9867308735847473,0.9811025112867355
ibo,0.9926021695137024,0.9489466547966003,0.9847840666770935,0.9914224147796631,0.9794388264417648
ewe,0.9870838522911072,0.9727895259857178,0.9874069690704346,0.9686934351921082,0.9789934456348419
nya,0.9917543530464172,0.9615877270698547,0.9879655241966248,0.9725640416145325,0.9784679114818573
wol,0.9896727204322815,0.949679434299469,0.9835466742515564,0.9885966777801514,0.9778738766908646
bam,0.9879324436187744,0.968083381652832,0.9729868173599243,0.9816956520080566,0.9776745736598969
fon,0.9873461127281189,0.9624794125556946,0.9859762787818909,0.9702252745628357,0.976506769657135
bbj,0.9907411932945251,0.9497680068016052,0.9862400889396667,0.9763823747634888,0.9757829159498215
mos,0.9878071546554565,0.9632963538169861,0.9855877161026001,0.9638372659683228,0.9751321226358414
sna,0.9795652031898499,0.964505136013031,0.9694072008132935,0.9855172038078308,0.9747486859560013
xho,0.9769729375839233,0.9549196362495422,0.9802454113960266,0.9792261123657227,0.9728410243988037
swa,0.9885046482086182,0.9861058592796326,0.9580233097076416,0.9469850659370422,0.9699047207832336
yor,0.9828055500984192,0.9329222440719604,0.9764772653579712,0.9808031320571899,0.9682520478963852
pcm,0.9856743812561035,0.9764130115509033,0.9619693160057068,0.9368236660957336,0.9652200937271118
hau,0.9811142683029175,0.9333413243293762,0.9754880666732788,0.9566324353218079,0.9616440236568451
