,PER,DATE,LOC,ORG
bam,0.9962570071220398,,0.9987699389457703,0.9955106377601624
bbj,0.9963372945785522,,0.9985910654067993,0.9975172877311707
ewe,0.9982385039329529,,0.9966484308242798,0.9974037408828735
fon,0.9961691498756409,,0.9974393248558044,0.9965804219245911
hau,0.9970803260803223,,0.9972414970397949,0.999362587928772
ibo,0.9970571398735046,,0.9993103742599487,0.9961131811141968
kin,0.9958425164222717,,0.9996629357337952,0.9974841475486755
lug,0.9980031251907349,,0.9983144998550415,0.9992031455039978
luo,0.998066782951355,,0.9997539520263672,0.9977103471755981
mos,0.997728168964386,,0.9994557499885559,0.9978002905845642
nya,0.9989648461341858,,0.9993216395378113,0.999174177646637
pcm,0.9973742961883545,,0.9995018243789673,0.9991310238838196
sna,0.9978592395782471,,0.9997368454933167,0.9997078776359558
swa,0.9982417821884155,,0.9994471073150635,0.998022198677063
tsn,0.9979655742645264,,0.9992895722389221,0.9962334632873535
twi,0.9979181289672852,,0.9995442032814026,0.9989436864852905
wol,0.998121976852417,,0.9987448453903198,0.9962396621704102
xho,0.9985197186470032,,0.9925910830497742,0.9888622760772705
yor,0.9982138276100159,,0.9977140426635742,0.9986714720726013
zul,0.9982093572616577,,0.9734686017036438,0.9884869456291199
