,PER,LOC,ORG,DATE,Mean
nya,0.9523895382881165,0.9833555221557617,0.9797995090484619,,0.9804549010900351
wol,0.9513167142868042,0.980590283870697,0.9818926453590393,,0.9800905126791734
hau,0.920516312122345,0.9784097075462341,0.9842235445976257,,0.9789781524584844
lug,0.9391818046569824,0.9693461060523987,0.9876816272735596,,0.9770010950473639
xho,0.9325450658798218,0.9754781126976013,0.981992244720459,,0.9769586359079068
kin,0.932015061378479,0.9792808294296265,0.9775742292404175,,0.9766424344136164
zul,0.9419588446617126,0.9698805809020996,0.9854093790054321,,0.9762724362886869
twi,0.9239903092384338,0.9711989760398865,0.984392523765564,,0.9757263098771756
sna,0.9206177592277527,0.9726368188858032,0.9804086685180664,,0.9743725519913894
tsn,0.9450280666351318,0.9784654974937439,0.9719123840332031,,0.9740289071431527
ibo,0.939008891582489,0.9826931953430176,0.9681443572044373,,0.9740183960932952
mos,0.9274996519088745,0.974069356918335,0.9767739176750183,,0.9735784840125304
luo,0.9501083493232727,0.9790006875991821,0.9637914896011353,,0.9705773293972015
fon,0.9273962378501892,0.9689661264419556,0.9674156904220581,,0.9666218826403985
bam,0.9355067610740662,0.97287917137146,0.9623224139213562,,0.9663664068167026
yor,,0.9667795300483704,0.9593610167503357,,0.963070273399353
ewe,0.9335428476333618,0.9486823081970215,0.9721317887306213,,0.9593738099703422
bbj,0.9289259314537048,0.9466809630393982,0.9583061337471008,,0.9515871015878824
swa,0.9397047162055969,0.9387786984443665,0.9329174160957336,,0.9359963903060327
pcm,0.9246090650558472,0.923442542552948,0.9454455375671387,,0.9340657717906512
