,LOC,DATE,ORG,PER,Mean
bam,0.9992868900299072,0.998991847038269,0.9995863437652588,0.9995909333229065,0.9993640035390854
tsn,0.9988370537757874,0.999064564704895,0.9987195730209351,0.9994968175888062,0.9990295022726059
twi,0.9995744228363037,0.9971545934677124,0.9996649026870728,0.9995530247688293,0.9989867359399796
lug,0.9992225766181946,0.9981234073638916,0.9995346069335938,0.9988437294960022,0.9989310801029205
swa,0.9991298913955688,0.9979680180549622,0.999163806438446,0.9993895292282104,0.9989128112792969
fon,0.9972357153892517,0.998881995677948,0.9997376203536987,0.9993475079536438,0.9988007098436356
kin,0.9958219528198242,0.9990884065628052,0.9998778104782104,0.9996976256370544,0.9986214488744736
ibo,0.9952524900436401,0.9995447397232056,0.9997599720954895,0.9997787475585938,0.9985839873552322
wol,0.9954826235771179,0.9994880557060242,0.9995610117912292,0.9997329115867615,0.9985661506652832
zul,0.9957820773124695,0.9993862509727478,0.9997745752334595,0.9992945194244385,0.9985593557357788
luo,0.998028039932251,0.9994651675224304,0.9993151426315308,0.9968892335891724,0.9984243959188461
mos,0.9962849020957947,0.9970985054969788,0.9995390176773071,0.9993685483932495,0.9980727434158325
pcm,0.9994896054267883,0.9937999844551086,0.9991101622581482,0.9997231364250183,0.9980307221412659
hau,0.9932093024253845,0.9994561076164246,0.9994105696678162,0.9993599057197571,0.9978589713573456
nya,0.9931255578994751,0.9986910820007324,0.9995371699333191,0.9998121857643127,0.9977914988994598
yor,0.9943187832832336,0.9984495043754578,0.9994109272956848,0.9988550543785095,0.9977585673332214
bbj,0.9976889491081238,0.9961326122283936,0.9967011213302612,0.9994191527366638,0.9974854588508606
sna,0.9916039705276489,0.9990936517715454,0.999299168586731,0.998323380947113,0.9970800429582596
xho,0.9901863932609558,0.9987965822219849,0.9995241761207581,0.9993700981140137,0.9969693124294281
ewe,0.9989166259765625,0.9743506908416748,0.9990097284317017,0.9995284080505371,0.992951363325119
