,LOC,PER,ORG,DATE
bam,0.9661454558372498,0.9779504537582397,0.960088312625885,
bbj,0.9425281286239624,0.9802778959274292,0.9761934280395508,
ewe,0.9666259288787842,0.9718779921531677,0.9779618978500366,
fon,0.9543435573577881,0.976933479309082,0.9780560731887817,
hau,0.9341657757759094,0.9725205302238464,0.9706500172615051,
ibo,0.9475131034851074,0.9808666706085205,0.976432204246521,
kin,0.9556189179420471,0.9751318097114563,0.9589821100234985,
lug,0.9600743055343628,0.9787764549255371,0.9611628651618958,
luo,0.9679032564163208,0.9710131883621216,0.9573888182640076,
mos,0.9613513946533203,0.9807803630828857,0.9791037440299988,
nya,0.9573779106140137,0.9829770922660828,0.9701992869377136,
pcm,0.9601463079452515,0.9795076847076416,0.9340795874595642,
sna,0.9625930786132812,0.9723591804504395,0.9725168943405151,
swa,0.9454160928726196,0.9767065644264221,0.9404335021972656,
tsn,0.9565436840057373,0.9802500009536743,0.9759438037872314,
twi,0.9706433415412903,0.9833464622497559,0.9843160510063171,
wol,0.9479379653930664,0.9822343587875366,0.9653675556182861,
xho,0.9576932787895203,0.9670054912567139,0.9723777770996094,
yor,0.9245399832725525,0.9738353490829468,0.9710416793823242,
zul,0.9610661268234253,0.9771846532821655,0.9816303253173828,
