,DATE,PER,ORG,LOC
bam,0.9657908082008362,0.9951091408729553,0.9846212267875671,0.9769442677497864
bbj,0.9605425596237183,0.9904008507728577,0.9861826300621033,0.947716474533081
ewe,0.9380082488059998,0.985984742641449,0.992449939250946,0.9905965924263
fon,0.9701558947563171,0.9827585220336914,0.9918898344039917,0.956166684627533
hau,0.9913362860679626,0.9922710657119751,0.9879182577133179,0.9651738405227661
ibo,0.9914612174034119,0.9961132407188416,0.9914312362670898,0.97214275598526
kin,0.9760465025901794,0.9911431670188904,0.9938698410987854,0.9948673844337463
lug,0.958642840385437,0.9899555444717407,0.9921966195106506,0.995943009853363
luo,0.9859815835952759,0.9906937479972839,0.9927243590354919,0.9934104084968567
mos,0.9410465955734253,0.9910191893577576,0.9912078976631165,0.961445152759552
nya,0.977063775062561,0.9974550008773804,0.9921137690544128,0.9612123370170593
pcm,0.924151599407196,0.9962636232376099,0.9863174557685852,0.9948013424873352
sna,0.9897846579551697,0.9955636858940125,0.9826467037200928,0.9759289026260376
swa,0.9710376858711243,0.9932622909545898,0.9848142862319946,0.9968007802963257
tsn,0.9883912205696106,0.9937071800231934,0.9875995516777039,0.9900238513946533
twi,0.9776085615158081,0.9963818788528442,0.9956133365631104,0.9960690140724182
wol,0.9678831100463867,0.9940364360809326,0.9890167713165283,0.9695804715156555
xho,0.9925569891929626,0.9857748746871948,0.9872505068778992,0.9704277515411377
yor,0.959923505783081,0.9663041234016418,0.987383246421814,0.9412987232208252
zul,0.9861253499984741,0.9826613068580627,0.9908939599990845,0.9831493496894836
