,LOC,ORG,DATE,PER
bam,0.9677599668502808,0.960332453250885,,0.9889485239982605
bbj,0.9464380145072937,0.9876200556755066,,0.9882327318191528
ewe,0.9713054895401001,0.9913462996482849,,0.9871208071708679
fon,0.9603262543678284,0.9870452880859375,,0.9843270182609558
hau,0.942432701587677,0.9772464036941528,,0.9885416626930237
ibo,0.9555465579032898,0.9911707639694214,,0.9914113879203796
kin,0.9868491888046265,0.9923731684684753,,0.985476553440094
lug,0.9875264763832092,0.9714498519897461,,0.9858127236366272
luo,0.9819660186767578,0.9867663979530334,,0.980701744556427
mos,0.9657208323478699,0.9902421236038208,,0.9855191707611084
nya,0.9627730250358582,0.9897828698158264,,0.98646080493927
pcm,0.9824795722961426,0.9716559648513794,,0.9856572151184082
sna,0.9610778093338013,0.9856694340705872,,0.9887569546699524
swa,0.9914593696594238,0.9783205986022949,,0.9843457937240601
tsn,0.97431880235672,0.9833752512931824,,0.9855788350105286
twi,0.9860290884971619,0.9944835901260376,,0.9896664023399353
wol,0.9503182172775269,0.9887502193450928,,0.9912751913070679
xho,0.9600358605384827,0.9824400544166565,,0.9749436974525452
yor,0.9533296823501587,0.9907695055007935,,0.9836124777793884
zul,0.9617977142333984,0.9872616529464722,,0.9853278398513794
