,LOC,PER,ORG,DATE
bam,0.9701418280601501,0.9683008193969727,0.9638406038284302,
bbj,0.9396772980690002,0.9782012104988098,0.977881133556366,
ewe,0.9651892185211182,0.9786200523376465,0.9737243056297302,
fon,0.9574962258338928,0.9773175120353699,0.9815576076507568,
hau,0.9493125677108765,0.9799936413764954,0.9768155217170715,
ibo,0.9463816285133362,,0.9798942804336548,
kin,0.9582650065422058,0.9806301593780518,0.964302659034729,
lug,,0.9824309945106506,0.9668752551078796,
luo,,0.9693091511726379,0.9586519598960876,
mos,0.964785099029541,0.9743083715438843,0.9797364473342896,
nya,0.965900182723999,0.9873010516166687,0.9734042286872864,
pcm,0.9667412042617798,0.983105480670929,0.9540981650352478,
sna,0.9651154279708862,0.9785269498825073,0.9789442420005798,
swa,0.9592278003692627,0.9827382564544678,0.9529368877410889,
tsn,0.9633094072341919,,0.9781209230422974,
twi,0.9708153009414673,0.9850261807441711,0.9856058955192566,
wol,0.9563082456588745,0.9867079854011536,0.9756723642349243,
xho,0.9603089690208435,0.9688369035720825,0.9679206609725952,
yor,0.9271426200866699,,0.9769262671470642,
zul,0.9609864950180054,0.9764485955238342,0.9825294613838196,
